"","Date","eur_price","eur_open","eur_high","eur_low","eur_change","gbp_price","gbp_open","gbp_high","gbp_low","gbp_change"
"637","2016-11-23",1.0559,1.063,1.0647,1.0527,-0.63,1.244,1.2425,1.247,1.2359,0.13
"640","2016-11-24",1.0554,1.0554,1.0587,1.0517,-0.05,1.2452,1.2442,1.2499,1.2402,0.1
"642","2016-11-25",1.0587,1.0551,1.0631,1.0538,0.31,1.2476,1.245,1.2491,1.2415,0.19
"646","2016-11-28",1.0615,1.0595,1.0686,1.0562,0.26,1.2415,1.247,1.2533,1.2385,-0.49
"649","2016-11-29",1.065,1.0615,1.0657,1.0565,0.33,1.249,1.2414,1.2527,1.2386,0.6
"652","2016-11-30",1.0588,1.0649,1.0669,1.0554,-0.58,1.2505,1.249,1.2524,1.2416,0.12
"132","2016-12-01",1.0662,1.059,1.067,1.0584,0.7,1.2593,1.2506,1.2697,1.25,0.7
"134","2016-12-02",1.0673,1.0662,1.0692,1.0626,0.1,1.2729,1.2599,1.2747,1.2574,1.08
"138","2016-12-05",1.0764,1.0674,1.0798,1.0505,0.85,1.2733,1.2727,1.2746,1.2625,0.03
"141","2016-12-06",1.0719,1.0764,1.0787,1.0698,-0.42,1.2677,1.2729,1.2776,1.2655,-0.44
"144","2016-12-07",1.0753,1.0721,1.077,1.0709,0.32,1.2622,1.2678,1.2685,1.2569,-0.43
"147","2016-12-08",1.0615,1.0754,1.0873,1.0595,-1.28,1.2586,1.2626,1.2706,1.2547,-0.29
"149","2016-12-09",1.0562,1.0618,1.0632,1.0531,-0.5,1.2576,1.2589,1.2623,1.255,-0.08
"153","2016-12-12",1.0635,1.0551,1.0652,1.0523,0.69,1.268,1.2575,1.2704,1.2556,0.83
"156","2016-12-13",1.0627,1.0635,1.0668,1.0603,-0.08,1.2658,1.2675,1.2729,1.2651,-0.17
"159","2016-12-14",1.0536,1.0627,1.0671,1.0495,-0.86,1.2565,1.2659,1.2721,1.2529,-0.73
"162","2016-12-15",1.0414,1.0536,1.0544,1.0366,-1.16,1.2419,1.256,1.2572,1.2376,-1.16
"164","2016-12-16",1.0451,1.0419,1.0477,1.0402,0.36,1.2497,1.2427,1.2519,1.2389,0.63
"168","2016-12-19",1.0402,1.0442,1.0479,1.0391,-0.47,1.24,1.2493,1.2504,1.2355,-0.78
"171","2016-12-20",1.0387,1.0405,1.0419,1.0352,-0.14,1.2367,1.2401,1.2414,1.2313,-0.27
"174","2016-12-21",1.0425,1.039,1.0453,1.0381,0.37,1.2354,1.2364,1.2393,1.2323,-0.11
"177","2016-12-22",1.0437,1.0423,1.0501,1.0421,0.12,1.2283,1.235,1.2379,1.2274,-0.57
"179","2016-12-23",1.0456,1.0437,1.047,1.0427,0.18,1.2292,1.2283,1.2301,1.2228,0.07
"183","2016-12-26",1.0456,1.0454,1.0473,1.0439,0,1.2288,1.2269,1.2314,1.2264,-0.03
"186","2016-12-27",1.0457,1.0453,1.0465,1.0431,0.01,1.2271,1.2284,1.229,1.2237,-0.14
"189","2016-12-28",1.0412,1.0458,1.0483,1.0373,-0.43,1.2226,1.2269,1.2298,1.2199,-0.37
"192","2016-12-29",1.0492,1.0417,1.0494,1.0406,0.77,1.2263,1.2228,1.228,1.2212,0.3
"194","2016-12-30",1.0516,1.0492,1.0654,1.0482,0.23,1.2338,1.2263,1.2389,1.2245,0.61
"260","2017-01-02",1.0459,1.0532,1.0534,1.0449,-0.54,1.2275,1.2345,1.2354,1.2268,-0.51
"262","2017-01-03",1.0406,1.0455,1.0492,1.0341,-0.51,1.2239,1.2274,1.2308,1.22,-0.29
"265","2017-01-04",1.0488,1.0405,1.0501,1.0389,0.79,1.2322,1.2237,1.2356,1.2222,0.68
"268","2017-01-05",1.0607,1.0493,1.0619,1.0482,1.13,1.2418,1.2326,1.2436,1.2272,0.78
"271","2017-01-06",1.0533,1.0606,1.0624,1.0523,-0.7,1.2287,1.2424,1.2437,1.2264,-1.05
"275","2017-01-09",1.0574,1.0539,1.0584,1.051,0.39,1.2162,1.2268,1.2273,1.2124,-1.02
"277","2017-01-10",1.0554,1.0573,1.0628,1.0551,-0.19,1.2177,1.2162,1.2191,1.2105,0.12
"280","2017-01-11",1.0582,1.0556,1.0624,1.0454,0.27,1.2212,1.2176,1.227,1.2037,0.29
"283","2017-01-12",1.0613,1.0582,1.0687,1.0573,0.29,1.2163,1.2208,1.2318,1.215,-0.4
"286","2017-01-13",1.0644,1.0612,1.0674,1.0598,0.29,1.2179,1.2158,1.2234,1.2122,0.13
"290","2017-01-16",1.0603,1.0618,1.0638,1.058,-0.39,1.2048,1.2064,1.209,1.1985,-1.08
"292","2017-01-17",1.0714,1.0599,1.0719,1.0595,1.05,1.2413,1.2044,1.2415,1.2014,3.03
"295","2017-01-18",1.0631,1.0713,1.0716,1.0624,-0.77,1.2259,1.2414,1.2417,1.2252,-1.24
"298","2017-01-19",1.0664,1.0629,1.0677,1.0588,0.31,1.2342,1.2257,1.2343,1.2251,0.68
"301","2017-01-20",1.0703,1.0667,1.0713,1.0627,0.37,1.2375,1.2342,1.2381,1.226,0.27
"305","2017-01-23",1.0765,1.0687,1.0773,1.0686,0.58,1.2535,1.2363,1.2546,1.2356,1.29
"307","2017-01-24",1.0731,1.0763,1.0775,1.0718,-0.32,1.2521,1.2534,1.2546,1.2415,-0.11
"310","2017-01-25",1.0748,1.0734,1.0773,1.0713,0.16,1.2634,1.2525,1.2643,1.2492,0.9
"313","2017-01-26",1.0682,1.0746,1.0767,1.0657,-0.61,1.2593,1.2638,1.268,1.2562,-0.32
"316","2017-01-27",1.0699,1.0685,1.0729,1.0661,0.16,1.2555,1.2599,1.2614,1.2523,-0.3
"320","2017-01-30",1.0695,1.0692,1.0742,1.0619,-0.04,1.2486,1.2552,1.2604,1.2466,-0.55
"322","2017-01-31",1.0798,1.0695,1.0814,1.0684,0.96,1.2579,1.2485,1.2598,1.2412,0.74
"197","2017-02-01",1.0769,1.0798,1.081,1.0731,-0.27,1.2658,1.2587,1.2686,1.2549,0.63
"200","2017-02-02",1.0758,1.0767,1.0829,1.0753,-0.1,1.2528,1.2664,1.2715,1.2522,-1.03
"203","2017-02-03",1.0784,1.0759,1.08,1.0714,0.24,1.2488,1.2525,1.2539,1.2458,-0.32
"207","2017-02-06",1.075,1.0781,1.0801,1.0703,-0.32,1.247,1.2491,1.251,1.2424,-0.14
"209","2017-02-07",1.0681,1.075,1.0751,1.0654,-0.64,1.2511,1.2465,1.2547,1.2346,0.33
"212","2017-02-08",1.0698,1.0682,1.0715,1.0639,0.16,1.2539,1.2508,1.2551,1.2474,0.22
"215","2017-02-09",1.0656,1.0699,1.0711,1.065,-0.39,1.2496,1.2542,1.2585,1.249,-0.34
"218","2017-02-10",1.0641,1.0658,1.067,1.0609,-0.14,1.2491,1.2498,1.2524,1.2438,-0.04
"222","2017-02-13",1.0598,1.0634,1.0658,1.0592,-0.4,1.2528,1.2474,1.2541,1.247,0.3
"224","2017-02-14",1.0577,1.0596,1.0634,1.0559,-0.2,1.247,1.2526,1.255,1.2443,-0.46
"227","2017-02-15",1.0601,1.0577,1.0611,1.0523,0.23,1.2459,1.2471,1.2482,1.2381,-0.09
"230","2017-02-16",1.0674,1.06,1.0682,1.0588,0.69,1.249,1.2462,1.2527,1.2454,0.25
"233","2017-02-17",1.0614,1.0675,1.0679,1.0605,-0.56,1.2414,1.249,1.2513,1.2388,-0.61
"237","2017-02-20",1.0614,1.0618,1.0637,1.0606,0,1.2461,1.241,1.2483,1.2401,0.38
"239","2017-02-21",1.0537,1.0611,1.0618,1.0526,-0.73,1.2473,1.2458,1.2482,1.2398,0.1
"242","2017-02-22",1.0556,1.0534,1.0574,1.0493,0.18,1.2451,1.2471,1.2509,1.2423,-0.18
"245","2017-02-23",1.0581,1.0557,1.0597,1.0538,0.24,1.2555,1.2443,1.2562,1.2428,0.84
"248","2017-02-24",1.0563,1.0583,1.062,1.0557,-0.17,1.2468,1.2554,1.2572,1.2447,-0.69
"252","2017-02-27",1.0588,1.0562,1.0633,1.0552,0.24,1.2444,1.2467,1.2486,1.2384,-0.19
"254","2017-02-28",1.0577,1.0587,1.0632,1.057,-0.1,1.2381,1.2443,1.247,1.2369,-0.51
"454","2017-03-01",1.0548,1.0575,1.059,1.0514,-0.27,1.2295,1.2382,1.2406,1.2279,-0.69
"457","2017-03-02",1.0507,1.0547,1.0552,1.0493,-0.39,1.2267,1.2289,1.2308,1.2242,-0.23
"460","2017-03-03",1.0623,1.0508,1.0626,1.0502,1.1,1.2295,1.227,1.2304,1.2217,0.23
"463","2017-03-06",1.0581,1.0617,1.0643,1.0575,-0.4,1.2236,1.2294,1.2302,1.2223,-0.48
"466","2017-03-07",1.0566,1.0583,1.0603,1.0557,-0.14,1.22,1.2235,1.2253,1.2168,-0.29
"469","2017-03-08",1.0541,1.0566,1.0576,1.0535,-0.24,1.217,1.2199,1.2216,1.214,-0.25
"472","2017-03-09",1.0577,1.0541,1.0617,1.0525,0.34,1.2167,1.2166,1.2195,1.2134,-0.02
"475","2017-03-10",1.0672,1.0577,1.0702,1.0572,0.9,1.2171,1.2168,1.219,1.214,0.03
"478","2017-03-13",1.0654,1.0672,1.0715,1.065,-0.17,1.2219,1.2162,1.2252,1.2149,0.39
"481","2017-03-14",1.0604,1.0655,1.0664,1.0599,-0.47,1.2154,1.2219,1.2228,1.2108,-0.53
"484","2017-03-15",1.0735,1.0604,1.0742,1.0603,1.24,1.2292,1.2153,1.2309,1.2139,1.14
"487","2017-03-16",1.0766,1.0734,1.0772,1.0706,0.29,1.236,1.2289,1.2378,1.2241,0.55
"490","2017-03-17",1.0738,1.0765,1.0784,1.0728,-0.26,1.2394,1.2359,1.2406,1.2323,0.28
"493","2017-03-20",1.0739,1.074,1.0779,1.0725,0.01,1.2358,1.24,1.2437,1.2335,-0.29
"496","2017-03-21",1.0811,1.074,1.0822,1.072,0.67,1.2479,1.2358,1.2496,1.234,0.98
"499","2017-03-22",1.0797,1.081,1.0827,1.0776,-0.13,1.2484,1.2477,1.2507,1.2423,0.04
"502","2017-03-23",1.0783,1.0797,1.0807,1.0769,-0.13,1.2521,1.2484,1.2532,1.2461,0.3
"505","2017-03-24",1.0799,1.0784,1.082,1.0761,0.15,1.247,1.2521,1.2524,1.2468,-0.41
"508","2017-03-27",1.0865,1.0797,1.0905,1.0795,0.61,1.2556,1.2487,1.2618,1.2476,0.69
"511","2017-03-28",1.0813,1.0864,1.0873,1.0797,-0.48,1.245,1.2559,1.2598,1.2439,-0.84
"514","2017-03-29",1.0767,1.0811,1.0827,1.0739,-0.43,1.2434,1.2447,1.2476,1.2377,-0.13
"517","2017-03-30",1.0675,1.0765,1.0772,1.0671,-0.85,1.2469,1.2433,1.2529,1.2405,0.28
"520","2017-03-31",1.0652,1.0675,1.0705,1.0652,-0.22,1.255,1.2472,1.2562,1.2436,0.65
"3","2017-04-03",1.0671,1.066,1.0683,1.0643,0.18,1.2487,1.254,1.2556,1.2464,-0.5
"6","2017-04-04",1.0674,1.0669,1.0678,1.0635,0.03,1.2441,1.2488,1.2496,1.2418,-0.37
"9","2017-04-05",1.0663,1.0672,1.069,1.0633,-0.1,1.2483,1.244,1.2501,1.2423,0.34
"12","2017-04-06",1.0644,1.0663,1.0687,1.063,-0.18,1.247,1.2486,1.2508,1.2451,-0.1
"15","2017-04-07",1.059,1.0644,1.0668,1.058,-0.51,1.2373,1.2468,1.2478,1.2363,-0.78
"18","2017-04-10",1.0596,1.0593,1.0609,1.0571,0.06,1.2414,1.2384,1.2432,1.2367,0.33
"21","2017-04-11",1.0602,1.0595,1.0631,1.0577,0.06,1.2491,1.2412,1.2497,1.2404,0.62
"24","2017-04-12",1.0666,1.0606,1.0677,1.0589,0.6,1.254,1.2491,1.255,1.2479,0.39
"27","2017-04-13",1.0614,1.0664,1.0679,1.0609,-0.49,1.2506,1.2537,1.2575,1.2497,-0.27
"30","2017-04-14",1.0612,1.0615,1.0633,1.0607,-0.02,1.2524,1.2503,1.2537,1.25,0.14
"33","2017-04-17",1.0643,1.0615,1.0674,1.0603,0.29,1.2565,1.2531,1.2599,1.2526,0.33
"36","2017-04-18",1.0734,1.0643,1.0737,1.0636,0.86,1.2841,1.2569,1.2909,1.2518,2.2
"39","2017-04-19",1.0711,1.073,1.0738,1.07,-0.21,1.2779,1.2839,1.2862,1.2768,-0.48
"42","2017-04-20",1.0717,1.0711,1.078,1.0709,0.06,1.2813,1.2782,1.2851,1.2775,0.27
"45","2017-04-21",1.0728,1.0719,1.0739,1.0682,0.1,1.2813,1.2813,1.2835,1.2759,0
"48","2017-04-24",1.0868,1.089,1.0936,1.0819,1.3,1.2794,1.2842,1.2871,1.277,-0.15
"51","2017-04-25",1.0926,1.0868,1.0951,1.0851,0.53,1.2841,1.2795,1.2846,1.2772,0.37
"54","2017-04-26",1.0903,1.0924,1.0951,1.0856,-0.21,1.2847,1.284,1.2864,1.2804,0.05
"57","2017-04-27",1.0873,1.0903,1.0933,1.0851,-0.28,1.2904,1.2846,1.2916,1.2836,0.44
"60","2017-04-28",1.0897,1.0877,1.0949,1.0857,0.22,1.2951,1.2908,1.297,1.2889,0.36
"521","2017-05-01",1.0899,1.0906,1.0924,1.0883,0.02,1.2886,1.2951,1.2955,1.2879,-0.5
"524","2017-05-02",1.093,1.0901,1.0936,1.0889,0.28,1.2938,1.2888,1.2943,1.2865,0.4
"527","2017-05-03",1.0885,1.093,1.0939,1.0883,-0.41,1.2867,1.294,1.2953,1.2865,-0.55
"530","2017-05-04",1.0984,1.0884,1.0987,1.0874,0.91,1.2921,1.2864,1.2931,1.283,0.42
"533","2017-05-05",1.0998,1.0991,1.1002,1.0951,0.13,1.2981,1.292,1.2985,1.29,0.46
"536","2017-05-08",1.0924,1.0998,1.1024,1.0917,-0.67,1.294,1.2981,1.2992,1.2929,-0.32
"539","2017-05-09",1.0874,1.0923,1.0935,1.0862,-0.46,1.2935,1.2944,1.2961,1.2902,-0.04
"542","2017-05-10",1.0868,1.0874,1.09,1.0853,-0.06,1.2938,1.2933,1.2989,1.2926,0.02
"545","2017-05-11",1.0861,1.0869,1.0894,1.0838,-0.06,1.2886,1.2942,1.2953,1.2852,-0.4
"548","2017-05-12",1.0931,1.0863,1.0937,1.0857,0.64,1.2891,1.2886,1.29,1.2843,0.04
"551","2017-05-15",1.0975,1.0926,1.0991,1.0922,0.4,1.2893,1.2888,1.294,1.2873,0.02
"554","2017-05-16",1.1082,1.0976,1.1098,1.0972,0.97,1.2917,1.2896,1.2958,1.2866,0.19
"557","2017-05-17",1.1159,1.1083,1.1163,1.1079,0.69,1.2973,1.2918,1.2994,1.2907,0.43
"560","2017-05-18",1.1103,1.116,1.1173,1.1075,-0.5,1.2939,1.2969,1.3051,1.2893,-0.26
"563","2017-05-19",1.1207,1.1103,1.1214,1.1097,0.94,1.3035,1.2936,1.304,1.2927,0.74
"566","2017-05-22",1.1238,1.1202,1.1265,1.1162,0.28,1.3,1.3007,1.3044,1.2965,-0.27
"569","2017-05-23",1.1183,1.1237,1.1268,1.1174,-0.49,1.2962,1.3,1.3036,1.2954,-0.29
"572","2017-05-24",1.1219,1.1184,1.1222,1.1169,0.32,1.2974,1.2961,1.3,1.2925,0.09
"575","2017-05-25",1.1211,1.1219,1.1252,1.1194,-0.07,1.294,1.2969,1.3013,1.2929,-0.26
"578","2017-05-26",1.1183,1.1211,1.1235,1.1159,-0.25,1.2804,1.2942,1.2949,1.2773,-1.05
"581","2017-05-29",1.1165,1.1179,1.1192,1.116,-0.16,1.2841,1.2807,1.2853,1.2791,0.29
"584","2017-05-30",1.1185,1.1165,1.1207,1.1111,0.18,1.2858,1.2837,1.289,1.2792,0.13
"587","2017-05-31",1.1243,1.1186,1.1255,1.1165,0.52,1.289,1.2859,1.2921,1.2769,0.25
"389","2017-06-01",1.1213,1.1242,1.1258,1.1203,-0.27,1.2881,1.2889,1.2916,1.283,-0.07
"392","2017-06-02",1.1282,1.1213,1.1287,1.1205,0.62,1.2887,1.2881,1.2908,1.2849,0.05
"395","2017-06-05",1.1255,1.128,1.1285,1.1236,-0.24,1.2903,1.285,1.2942,1.2847,0.12
"398","2017-06-06",1.1278,1.1254,1.1285,1.124,0.2,1.2911,1.2905,1.2953,1.2874,0.06
"401","2017-06-07",1.1257,1.1277,1.1284,1.1205,-0.19,1.2961,1.2912,1.2969,1.2887,0.39
"404","2017-06-08",1.1214,1.1257,1.127,1.1195,-0.38,1.2953,1.2961,1.2979,1.2907,-0.06
"407","2017-06-09",1.1196,1.1217,1.124,1.1168,-0.16,1.2745,1.2958,1.2964,1.2637,-1.61
"410","2017-06-12",1.1203,1.1196,1.1235,1.1193,0.06,1.2656,1.2731,1.2771,1.2637,-0.7
"413","2017-06-13",1.1216,1.1203,1.1225,1.1184,0.12,1.2753,1.266,1.2759,1.2642,0.77
"416","2017-06-14",1.1218,1.121,1.1296,1.1191,0.02,1.2752,1.2755,1.2818,1.2722,-0.01
"419","2017-06-15",1.1145,1.1219,1.1231,1.1132,-0.65,1.2755,1.275,1.2796,1.2689,0.02
"422","2017-06-16",1.1198,1.1142,1.1201,1.1138,0.48,1.2776,1.2754,1.2806,1.2748,0.16
"425","2017-06-19",1.1148,1.1199,1.1214,1.1141,-0.45,1.2736,1.2787,1.2817,1.2724,-0.31
"428","2017-06-20",1.1135,1.1147,1.1165,1.1118,-0.12,1.2631,1.2732,1.2758,1.2603,-0.82
"431","2017-06-21",1.1168,1.1133,1.1171,1.1128,0.3,1.2671,1.2631,1.2712,1.2591,0.32
"434","2017-06-22",1.1153,1.1167,1.1179,1.114,-0.13,1.2682,1.267,1.2692,1.2652,0.09
"437","2017-06-23",1.1194,1.1152,1.1211,1.1145,0.37,1.2718,1.2681,1.2745,1.2673,0.28
"440","2017-06-26",1.1182,1.1202,1.1222,1.1173,-0.11,1.2721,1.2729,1.276,1.2704,0.02
"443","2017-06-27",1.1339,1.1183,1.1351,1.1178,1.4,1.2816,1.2723,1.286,1.2716,0.75
"446","2017-06-28",1.1378,1.1339,1.1392,1.1292,0.34,1.2926,1.2817,1.2974,1.2792,0.86
"449","2017-06-29",1.1441,1.1376,1.1446,1.1373,0.55,1.3006,1.2923,1.3013,1.2919,0.62
"452","2017-06-30",1.1426,1.1442,1.1448,1.1393,-0.13,1.3027,1.3005,1.3032,1.2948,0.16
"326","2017-07-03",1.1364,1.1422,1.1431,1.1357,-0.54,1.2937,1.3011,1.3024,1.293,-0.69
"329","2017-07-04",1.1345,1.1366,1.138,1.1339,-0.17,1.292,1.294,1.2962,1.2913,-0.13
"332","2017-07-05",1.1353,1.1345,1.1369,1.1312,0.07,1.2935,1.2917,1.295,1.2892,0.12
"335","2017-07-06",1.1423,1.1351,1.1425,1.1329,0.62,1.2971,1.2936,1.2984,1.2919,0.28
"338","2017-07-07",1.1401,1.1423,1.144,1.1379,-0.19,1.2892,1.2969,1.2977,1.2867,-0.61
"341","2017-07-10",1.14,1.1391,1.1418,1.1381,-0.01,1.2879,1.2886,1.2912,1.2857,-0.1
"344","2017-07-11",1.1467,1.14,1.1482,1.1383,0.59,1.2849,1.2885,1.2932,1.2833,-0.23
"347","2017-07-12",1.1412,1.1467,1.1491,1.1392,-0.48,1.2885,1.2848,1.2908,1.2811,0.28
"350","2017-07-13",1.1399,1.1413,1.1459,1.1373,-0.11,1.2939,1.2887,1.2958,1.2879,0.42
"353","2017-07-14",1.1469,1.14,1.1473,1.1392,0.61,1.3096,1.2935,1.3115,1.2933,1.21
"356","2017-07-17",1.1479,1.1462,1.1487,1.1434,0.09,1.3055,1.31,1.3113,1.3045,-0.31
"359","2017-07-18",1.1555,1.148,1.1585,1.1473,0.66,1.304,1.3057,1.3127,1.3004,-0.11
"362","2017-07-19",1.1516,1.1554,1.1559,1.1509,-0.34,1.3018,1.3037,1.3053,1.3009,-0.17
"365","2017-07-20",1.1631,1.1513,1.1657,1.1479,1,1.2974,1.3024,1.3038,1.2934,-0.34
"368","2017-07-21",1.1663,1.1634,1.1684,1.162,0.28,1.2995,1.2975,1.3023,1.2954,0.16
"371","2017-07-24",1.1642,1.1662,1.1688,1.1628,-0.18,1.3029,1.2986,1.3058,1.2986,0.26
"374","2017-07-25",1.1652,1.164,1.1712,1.163,0.09,1.3026,1.303,1.3086,1.3007,-0.02
"377","2017-07-26",1.1734,1.1648,1.1741,1.1613,0.7,1.3121,1.3021,1.3125,1.3001,0.73
"380","2017-07-27",1.1677,1.1734,1.1777,1.1649,-0.49,1.3067,1.3119,1.3157,1.3052,-0.41
"383","2017-07-28",1.1752,1.1677,1.1765,1.1671,0.64,1.3135,1.3067,1.3155,1.306,0.52
"386","2017-07-31",1.1842,1.1737,1.1847,1.1723,0.77,1.3214,1.3131,1.3225,1.3096,0.6
"64","2017-08-01",1.1802,1.1841,1.1845,1.1784,-0.34,1.3203,1.3216,1.3249,1.3193,-0.08
"67","2017-08-02",1.1856,1.1802,1.1911,1.1794,0.46,1.3223,1.3203,1.3252,1.3189,0.15
"70","2017-08-03",1.187,1.1856,1.1894,1.1831,0.12,1.3139,1.3221,1.3266,1.3112,-0.64
"73","2017-08-04",1.1772,1.1871,1.1893,1.1731,-0.83,1.3036,1.3135,1.3166,1.3022,-0.78
"76","2017-08-07",1.1796,1.1768,1.1816,1.1767,0.2,1.3035,1.3028,1.3063,1.3014,-0.01
"79","2017-08-08",1.175,1.1794,1.1825,1.1714,-0.39,1.2991,1.3035,1.3055,1.2952,-0.34
"82","2017-08-09",1.1759,1.1752,1.1765,1.1689,0.08,1.3005,1.2989,1.3029,1.2966,0.11
"85","2017-08-10",1.1772,1.1759,1.1786,1.1704,0.11,1.2975,1.3,1.3017,1.2951,-0.23
"88","2017-08-11",1.1821,1.1771,1.1846,1.1747,0.42,1.3012,1.2976,1.3031,1.2938,0.29
"91","2017-08-14",1.178,1.1806,1.184,1.177,-0.35,1.2965,1.2994,1.3024,1.2957,-0.36
"94","2017-08-15",1.1735,1.178,1.1794,1.1688,-0.38,1.287,1.2964,1.2971,1.2845,-0.73
"97","2017-08-16",1.177,1.1734,1.178,1.1682,0.3,1.289,1.287,1.2905,1.2842,0.16
"100","2017-08-17",1.1724,1.1767,1.179,1.1662,-0.39,1.2869,1.2894,1.2914,1.2855,-0.16
"103","2017-08-18",1.1762,1.1723,1.1775,1.1707,0.32,1.2876,1.2869,1.292,1.2834,0.05
"106","2017-08-21",1.1816,1.175,1.183,1.1731,0.46,1.2901,1.287,1.2918,1.2849,0.19
"109","2017-08-22",1.1762,1.1815,1.1826,1.1745,-0.46,1.2824,1.2897,1.291,1.2809,-0.6
"112","2017-08-23",1.1807,1.1763,1.1825,1.1741,0.38,1.28,1.2824,1.2835,1.2779,-0.19
"115","2017-08-24",1.1799,1.1807,1.1821,1.1784,-0.07,1.28,1.2796,1.2837,1.2771,0
"118","2017-08-25",1.1926,1.1799,1.1942,1.1773,1.08,1.2887,1.2799,1.2891,1.2793,0.68
"121","2017-08-28",1.1979,1.1926,1.1985,1.1917,0.44,1.2933,1.2902,1.2948,1.2873,0.36
"124","2017-08-29",1.1972,1.1978,1.2069,1.1945,-0.06,1.292,1.2931,1.2979,1.2914,-0.1
"127","2017-08-30",1.1883,1.1974,1.1986,1.1881,-0.74,1.2926,1.2918,1.2939,1.2877,0.05
"130","2017-08-31",1.191,1.1884,1.1914,1.1823,0.23,1.2931,1.2928,1.2935,1.2851,0.04
"722","2017-09-01",1.1859,1.1911,1.1981,1.185,-0.43,1.2951,1.2931,1.2996,1.2904,0.15
"725","2017-09-04",1.1896,1.1858,1.1923,1.1853,0.31,1.2932,1.2958,1.2967,1.2911,-0.15
"728","2017-09-05",1.1914,1.1896,1.1941,1.1868,0.15,1.3033,1.2927,1.3044,1.2909,0.78
"731","2017-09-06",1.1917,1.1914,1.1951,1.1903,0.03,1.3043,1.3032,1.3084,1.3018,0.08
"734","2017-09-07",1.2023,1.1917,1.2061,1.1914,0.89,1.3101,1.3043,1.3117,1.3032,0.44
"737","2017-09-08",1.2035,1.2024,1.2094,1.2016,0.1,1.3198,1.31,1.3225,1.3093,0.74
"740","2017-09-11",1.1953,1.2041,1.2041,1.1948,-0.68,1.3163,1.3203,1.3223,1.3159,-0.27
"743","2017-09-12",1.1967,1.1953,1.198,1.1926,0.12,1.3284,1.3163,1.33,1.316,0.92
"746","2017-09-13",1.1886,1.1967,1.1995,1.1872,-0.68,1.3211,1.3284,1.333,1.3185,-0.55
"749","2017-09-14",1.1919,1.1884,1.1922,1.1837,0.28,1.3397,1.3211,1.3407,1.3162,1.41
"752","2017-09-15",1.1943,1.1919,1.1988,1.1901,0.2,1.3593,1.3398,1.3617,1.3381,1.46
"755","2017-09-18",1.1954,1.1949,1.1971,1.1915,0.09,1.3494,1.3576,1.362,1.3465,-0.73
"758","2017-09-19",1.1994,1.1955,1.2008,1.195,0.33,1.3509,1.3495,1.3553,1.3469,0.11
"761","2017-09-20",1.1893,1.1994,1.2033,1.1862,-0.84,1.3494,1.351,1.3658,1.3452,-0.11
"764","2017-09-21",1.1941,1.1894,1.1955,1.1866,0.4,1.3579,1.3493,1.3587,1.347,0.63
"767","2017-09-22",1.1954,1.1942,1.2006,1.1937,0.11,1.3493,1.3581,1.3597,1.345,-0.63
"770","2017-09-25",1.1848,1.1953,1.1962,1.1833,-0.89,1.3467,1.3493,1.3572,1.3431,-0.19
"773","2017-09-26",1.1793,1.1848,1.1863,1.1758,-0.46,1.3458,1.3467,1.3517,1.341,-0.07
"776","2017-09-27",1.1744,1.1792,1.1797,1.1717,-0.42,1.3387,1.3459,1.3464,1.3364,-0.53
"779","2017-09-28",1.1786,1.1746,1.1805,1.1721,0.36,1.3442,1.3386,1.3458,1.3343,0.41
"782","2017-09-29",1.1814,1.1787,1.1834,1.1773,0.24,1.3397,1.3441,1.3446,1.3349,-0.33
"656","2017-10-02",1.1732,1.1818,1.1818,1.173,-0.69,1.3277,1.3389,1.3404,1.3255,-0.9
"659","2017-10-03",1.1744,1.1733,1.1775,1.1696,0.1,1.3236,1.3276,1.3289,1.3222,-0.31
"662","2017-10-04",1.176,1.1743,1.1788,1.1733,0.14,1.3245,1.3236,1.3293,1.3235,0.07
"665","2017-10-05",1.1711,1.1758,1.178,1.1698,-0.42,1.3119,1.3247,1.3251,1.3107,-0.95
"668","2017-10-06",1.1734,1.171,1.1739,1.1668,0.2,1.3066,1.3119,1.3127,1.3027,-0.4
"671","2017-10-09",1.1741,1.1728,1.1758,1.1718,0.06,1.3142,1.3069,1.3185,1.3056,0.58
"674","2017-10-10",1.1806,1.1739,1.1825,1.1738,0.55,1.3204,1.3141,1.3227,1.3131,0.47
"677","2017-10-11",1.1859,1.1808,1.1871,1.1795,0.45,1.3223,1.3205,1.3236,1.3175,0.14
"680","2017-10-12",1.183,1.1862,1.1882,1.1826,-0.24,1.3262,1.3224,1.3292,1.3121,0.29
"683","2017-10-13",1.1823,1.1829,1.1875,1.1804,-0.06,1.3287,1.3262,1.3338,1.3249,0.19
"686","2017-10-16",1.1797,1.1825,1.1826,1.1781,-0.22,1.325,1.3309,1.3313,1.3225,-0.28
"689","2017-10-17",1.1766,1.1797,1.1801,1.1735,-0.26,1.3191,1.325,1.3289,1.3154,-0.45
"692","2017-10-18",1.1787,1.1764,1.1805,1.1729,0.18,1.3205,1.3191,1.3212,1.314,0.11
"695","2017-10-19",1.1852,1.1788,1.186,1.1768,0.55,1.3159,1.3206,1.323,1.3132,-0.35
"698","2017-10-20",1.1785,1.1853,1.1859,1.1763,-0.57,1.319,1.3159,1.3202,1.3087,0.24
"701","2017-10-23",1.1749,1.1773,1.1779,1.1725,-0.31,1.3197,1.3187,1.3228,1.3156,0.05
