btc,btc_1,btc_2,btc_3,eth,eth_1,eth_2,eth_3,ltc,ltc_1,ltc_2,ltc_3,xrp,xrp_1,xrp_2,xrp_3
13886.7,14292.2,13695.2,13697.5,1257.2,1380.0,1350.0,1273.4,235.52,258.02,237.89,232.51,2.02243,2.04008,1.8842900000000002,1.70757
14292.2,13695.2,13697.5,11362.0,1380.0,1350.0,1273.4,1020.1,258.02,237.89,232.51,191.13,2.04008,1.8842900000000002,1.70757,1.19846
13695.2,13697.5,11362.0,11192.3,1350.0,1273.4,1020.1,1017.5,237.89,232.51,191.13,189.0,1.8842900000000002,1.70757,1.19846,1.3406799999999999
13697.5,11362.0,11192.3,11245.4,1273.4,1020.1,1017.5,994.81,232.51,191.13,189.0,192.6,1.70757,1.19846,1.3406799999999999,1.60697
11362.0,11192.3,11245.4,11580.2,1020.1,1017.5,994.81,1032.6,191.13,189.0,192.6,192.5,1.19846,1.3406799999999999,1.60697,1.57155
11192.3,11245.4,11580.2,12858.9,1017.5,994.81,1032.6,1146.0,189.0,192.6,192.5,210.91,1.3406799999999999,1.60697,1.57155,1.6014899999999999
11245.4,11580.2,12858.9,11594.9,994.81,1032.6,1146.0,1047.0,192.6,192.5,210.91,191.25,1.60697,1.57155,1.6014899999999999,1.3946399999999999
11580.2,12858.9,11594.9,10864.8,1032.6,1146.0,1047.0,995.08,192.5,210.91,191.25,179.42,1.57155,1.6014899999999999,1.3946399999999999,1.3724299999999998
12858.9,11594.9,10864.8,10903.2,1146.0,1047.0,995.08,982.98,210.91,191.25,179.42,178.27,1.6014899999999999,1.3946399999999999,1.3724299999999998,1.36019
11594.9,10864.8,10903.2,11452.3,1047.0,995.08,982.98,1063.2,191.25,179.42,178.27,180.6,1.3946399999999999,1.3724299999999998,1.36019,1.38162
10864.8,10903.2,11452.3,11203.0,995.08,982.98,1063.2,1048.2,179.42,178.27,180.6,178.86,1.3724299999999998,1.36019,1.38162,1.30863
10903.2,11452.3,11203.0,11118.1,982.98,1063.2,1048.2,1047.0,178.27,180.6,178.86,175.71,1.36019,1.38162,1.30863,1.21363
11452.3,11203.0,11118.1,11467.5,1063.2,1048.2,1047.0,1114.8,180.6,178.86,175.71,179.65,1.38162,1.30863,1.21363,1.2214200000000002
11203.0,11118.1,11467.5,11795.1,1048.2,1047.0,1114.8,1246.6,178.86,175.71,179.65,191.12,1.30863,1.21363,1.2214200000000002,1.3632
11118.1,11467.5,11795.1,11244.8,1047.0,1114.8,1246.6,1175.0,175.71,179.65,191.12,179.57,1.21363,1.2214200000000002,1.3632,1.271
11467.5,11795.1,11244.8,10166.0,1114.8,1246.6,1175.0,1071.9,179.65,191.12,179.57,166.365,1.2214200000000002,1.3632,1.271,1.11266
11795.1,11244.8,10166.0,10265.4,1246.6,1175.0,1071.9,1118.08,191.12,179.57,166.365,163.87900000000002,1.3632,1.271,1.11266,1.13931
11244.8,10166.0,10265.4,9181.1,1175.0,1071.9,1118.08,1033.55,179.57,166.365,163.87900000000002,142.528,1.271,1.11266,1.13931,0.95131
10166.0,10265.4,9181.1,8893.2,1071.9,1118.08,1033.55,920.85,166.365,163.87900000000002,142.528,131.625,1.11266,1.13931,0.95131,0.8993
10265.4,9181.1,8893.2,9241.1,1118.08,1033.55,920.85,971.49,163.87900000000002,142.528,131.625,160.974,1.13931,0.95131,0.8993,0.95978
9181.1,8893.2,9241.1,8222.2,1033.55,920.85,971.49,829.43,142.528,131.625,160.974,147.886,0.95131,0.8993,0.95978,0.81795
8893.2,9241.1,8222.2,6938.5,920.85,971.49,829.43,696.86,131.625,160.974,147.886,125.292,0.8993,0.95978,0.81795,0.68132
9241.1,8222.2,6938.5,7701.2,971.49,829.43,696.86,783.83,160.974,147.886,125.292,142.219,0.95978,0.81795,0.68132,0.76185
8222.2,6938.5,7701.2,7594.7,829.43,696.86,783.83,753.18,147.886,125.292,142.219,137.993,0.81795,0.68132,0.76185,0.7178100000000001
6938.5,7701.2,7594.7,8164.2,696.86,783.83,753.18,805.4,125.292,142.219,137.993,148.903,0.68132,0.76185,0.7178100000000001,0.78213
7701.2,7594.7,8164.2,8699.8,783.83,753.18,805.4,877.85,142.219,137.993,148.903,163.998,0.76185,0.7178100000000001,0.78213,0.92043
7594.7,8164.2,8699.8,8559.6,753.18,805.4,877.85,851.39,137.993,148.903,163.998,155.029,0.7178100000000001,0.78213,0.92043,1.02892
8164.2,8699.8,8559.6,8081.9,805.4,877.85,851.39,810.45,148.903,163.998,155.029,148.808,0.78213,0.92043,1.02892,0.9607399999999999
8699.8,8559.6,8081.9,8903.5,877.85,851.39,810.45,865.62,163.998,155.029,148.808,161.459,0.92043,1.02892,0.9607399999999999,1.0427
8559.6,8081.9,8903.5,8539.2,851.39,810.45,865.62,841.38,155.029,148.808,161.459,159.267,1.02892,0.9607399999999999,1.0427,0.98725
8081.9,8903.5,8539.2,9476.3,810.45,865.62,841.38,919.67,148.808,161.459,159.267,212.082,0.9607399999999999,1.0427,0.98725,1.12865
8903.5,8539.2,9476.3,10037.3,865.62,841.38,919.67,927.56,161.459,159.267,212.082,221.33700000000002,1.0427,0.98725,1.12865,1.1082100000000001
8539.2,9476.3,10037.3,10178.7,841.38,919.67,927.56,937.5,159.267,212.082,221.33700000000002,228.217,0.98725,1.12865,1.1082100000000001,1.11358
9476.3,10037.3,10178.7,11073.5,919.67,927.56,937.5,971.54,212.082,221.33700000000002,228.217,228.445,1.12865,1.1082100000000001,1.11358,1.17811
10037.3,10178.7,11073.5,10398.8,927.56,937.5,971.54,913.1,221.33700000000002,228.217,228.445,213.821,1.1082100000000001,1.11358,1.17811,1.0705200000000001
10178.7,11073.5,10398.8,11169.4,937.5,971.54,913.1,940.08,228.217,228.445,213.821,222.097,1.11358,1.17811,1.0705200000000001,1.10954
11073.5,10398.8,11169.4,11238.7,971.54,913.1,940.08,884.51,228.445,213.821,222.097,228.696,1.17811,1.0705200000000001,1.10954,1.02735
10398.8,11169.4,11238.7,10473.0,913.1,940.08,884.51,839.1,213.821,222.097,228.696,210.01,1.0705200000000001,1.10954,1.02735,0.95247
11169.4,11238.7,10473.0,9841.7,940.08,884.51,839.1,803.66,222.097,228.696,210.01,193.049,1.10954,1.02735,0.95247,0.89144
11238.7,10473.0,9841.7,10170.4,884.51,839.1,803.66,856.65,228.696,210.01,193.049,206.945,1.02735,0.95247,0.89144,0.94178
10473.0,9841.7,10170.4,9704.3,839.1,803.66,856.65,834.36,210.01,193.049,206.945,206.412,0.95247,0.89144,0.94178,0.90218
9841.7,10170.4,9704.3,9585.2,803.66,856.65,834.36,840.88,193.049,206.945,206.412,217.7,0.89144,0.94178,0.90218,0.9026
10170.4,9704.3,9585.2,10285.1,856.65,834.36,840.88,866.99,206.945,206.412,217.7,218.43900000000002,0.94178,0.90218,0.9026,0.92937
9704.3,9585.2,10285.1,10594.4,834.36,840.88,866.99,871.44,206.412,217.7,218.43900000000002,215.138,0.90218,0.9026,0.92937,0.92968
9585.2,10285.1,10594.4,10333.9,840.88,866.99,871.44,852.49,217.7,218.43900000000002,215.138,202.01,0.9026,0.92937,0.92968,0.88692
10285.1,10594.4,10333.9,10904.5,866.99,871.44,852.49,870.04,218.43900000000002,215.138,202.01,209.63299999999998,0.92937,0.92968,0.88692,0.91533
10594.4,10333.9,10904.5,10827.7,871.44,852.49,870.04,856.09,215.138,202.01,209.63299999999998,212.399,0.92968,0.88692,0.91533,0.89935
10333.9,10904.5,10827.7,11402.3,852.49,870.04,856.09,855.91,202.01,209.63299999999998,212.399,210.271,0.88692,0.91533,0.89935,0.89855
10904.5,10827.7,11402.3,11416.5,870.04,856.09,855.91,865.53,209.63299999999998,212.399,210.271,213.332,0.91533,0.89935,0.89855,1.0043
10827.7,11402.3,11416.5,11330.6,856.09,855.91,865.53,850.24,212.399,210.271,213.332,211.24,0.89935,0.89855,1.0043,0.9456899999999999
11402.3,11416.5,11330.6,10675.1,855.91,865.53,850.24,814.88,210.271,213.332,211.24,196.18200000000002,0.89855,1.0043,0.9456899999999999,0.90345
11416.5,11330.6,10675.1,9902.9,865.53,850.24,814.88,749.98,213.332,211.24,196.18200000000002,184.907,1.0043,0.9456899999999999,0.90345,0.8519200000000001
11330.6,10675.1,9902.9,9300.0,850.24,814.88,749.98,698.96,211.24,196.18200000000002,184.907,176.18,0.9456899999999999,0.90345,0.8519200000000001,0.80642
10675.1,9902.9,9300.0,9217.0,814.88,749.98,698.96,725.89,196.18200000000002,184.907,176.18,142.03,0.90345,0.8519200000000001,0.80642,0.82457
9902.9,9300.0,9217.0,8762.0,749.98,698.96,725.89,682.52,184.907,176.18,142.03,176.75099999999998,0.8519200000000001,0.80642,0.82457,0.77546
9300.0,9217.0,8762.0,9529.6,698.96,725.89,682.52,720.12,176.18,142.03,176.75099999999998,187.855,0.80642,0.82457,0.77546,0.81652
9217.0,8762.0,9529.6,9137.4,725.89,682.52,720.12,697.04,142.03,176.75099999999998,187.855,177.50099999999998,0.82457,0.77546,0.81652,0.78325
8762.0,9529.6,9137.4,9154.9,682.52,720.12,697.04,689.57,176.75099999999998,187.855,177.50099999999998,175.454,0.77546,0.81652,0.78325,0.77825
9529.6,9137.4,9154.9,8210.6,720.12,697.04,689.57,612.09,187.855,177.50099999999998,175.454,160.589,0.81652,0.78325,0.77825,0.68783
9137.4,9154.9,8210.6,8264.4,697.04,689.57,612.09,610.13,177.50099999999998,175.454,160.589,163.69299999999998,0.78325,0.77825,0.68783,0.6846800000000001
9154.9,8210.6,8264.4,8289.2,689.57,612.09,610.13,600.79,175.454,160.589,163.69299999999998,166.00799999999998,0.77825,0.68783,0.6846800000000001,0.67874
8210.6,8264.4,8289.2,7874.9,612.09,610.13,600.79,550.27,160.589,163.69299999999998,166.00799999999998,152.039,0.68783,0.6846800000000001,0.67874,0.62952
8264.4,8289.2,7874.9,8201.2,610.13,600.79,550.27,536.72,163.69299999999998,166.00799999999998,152.039,152.398,0.6846800000000001,0.67874,0.62952,0.6504300000000001
8289.2,7874.9,8201.2,8616.8,600.79,550.27,536.72,556.16,166.00799999999998,152.039,152.398,160.607,0.67874,0.62952,0.6504300000000001,0.72155
7874.9,8201.2,8616.8,8912.6,550.27,536.72,556.16,557.08,152.039,152.398,160.607,169.247,0.62952,0.6504300000000001,0.72155,0.70026
8201.2,8616.8,8912.6,8905.9,536.72,556.16,557.08,560.24,152.398,160.607,169.247,168.303,0.6504300000000001,0.72155,0.70026,0.68035
8616.8,8912.6,8905.9,8726.2,556.16,557.08,560.24,539.87,160.607,169.247,168.303,163.468,0.72155,0.70026,0.68035,0.65445
8912.6,8905.9,8726.2,8916.8,557.08,560.24,539.87,543.42,169.247,168.303,163.468,167.136,0.70026,0.68035,0.65445,0.6404
8905.9,8726.2,8916.8,8547.4,560.24,539.87,543.42,520.45,168.303,163.468,167.136,159.22899999999998,0.68035,0.65445,0.6404,0.62913
8726.2,8916.8,8547.4,8473.2,539.87,543.42,520.45,523.5,163.468,167.136,159.22899999999998,160.391,0.65445,0.6404,0.62913,0.63466
8916.8,8547.4,8473.2,8143.5,543.42,520.45,523.5,485.98,167.136,159.22899999999998,160.391,150.722,0.6404,0.62913,0.63466,0.58843
8547.4,8473.2,8143.5,7801.7,520.45,523.5,485.98,448.48,159.22899999999998,160.391,150.722,134.64,0.62913,0.63466,0.58843,0.57012
8473.2,8143.5,7801.7,7954.9,523.5,485.98,448.48,446.84,160.391,150.722,134.64,131.632,0.63466,0.58843,0.57012,0.5735399999999999
8143.5,7801.7,7954.9,7129.2,485.98,448.48,446.84,384.12,150.722,134.64,131.632,114.666,0.58843,0.57012,0.5735399999999999,0.50298
7801.7,7954.9,7129.2,6853.7,448.48,446.84,384.12,393.79,134.64,131.632,114.666,118.51700000000001,0.57012,0.5735399999999999,0.50298,0.49917
7954.9,7129.2,6853.7,6938.2,446.84,384.12,393.79,393.96,131.632,114.666,118.51700000000001,116.34,0.5735399999999999,0.50298,0.49917,0.50089
7129.2,6853.7,6938.2,6825.2,384.12,393.79,393.96,378.75,114.666,118.51700000000001,116.34,115.17399999999999,0.50298,0.49917,0.50089,0.47873999999999994
6853.7,6938.2,6825.2,7068.4,393.79,393.96,378.75,385.07,118.51700000000001,116.34,115.17399999999999,119.178,0.49917,0.50089,0.47873999999999994,0.49373
6938.2,6825.2,7068.4,7424.2,393.96,378.75,385.07,415.55,116.34,115.17399999999999,119.178,134.26,0.50089,0.47873999999999994,0.49373,0.54745
6825.2,7068.4,7424.2,6808.9,378.75,385.07,415.55,378.68,115.17399999999999,119.178,134.26,118.275,0.47873999999999994,0.49373,0.54745,0.49122
7068.4,7424.2,6808.9,6782.0,385.07,415.55,378.68,381.52,119.178,134.26,118.275,118.65799999999999,0.49373,0.54745,0.49122,0.48931
7424.2,6808.9,6782.0,6624.3,415.55,378.68,381.52,369.97,134.26,118.275,118.65799999999999,113.087,0.54745,0.49122,0.48931,0.47391000000000005
6808.9,6782.0,6624.3,6905.7,378.68,381.52,369.97,384.87,118.275,118.65799999999999,113.087,116.087,0.49122,0.48931,0.47391000000000005,0.48562
6782.0,6624.3,6905.7,7030.5,381.52,369.97,384.87,400.71,118.65799999999999,113.087,116.087,117.839,0.48931,0.47391000000000005,0.48562,0.4984
6624.3,6905.7,7030.5,6781.9,369.97,384.87,400.71,399.05,113.087,116.087,117.839,114.977,0.47391000000000005,0.48562,0.4984,0.48668999999999996
6905.7,7030.5,6781.9,6854.8,384.87,400.71,399.05,415.45,116.087,117.839,114.977,114.321,0.48562,0.4984,0.48668999999999996,0.49151999999999996
7030.5,6781.9,6854.8,6962.1,400.71,399.05,415.45,430.14,117.839,114.977,114.321,118.325,0.4984,0.48668999999999996,0.49151999999999996,0.54025
6781.9,6854.8,6962.1,7926.6,399.05,415.45,430.14,494.03,114.977,114.321,118.325,129.665,0.48668999999999996,0.49151999999999996,0.54025,0.64141
6854.8,6962.1,7926.6,7887.4,415.45,430.14,494.03,493.48,114.321,118.325,129.665,125.391,0.49151999999999996,0.54025,0.64141,0.64073
6962.1,7926.6,7887.4,8004.4,430.14,494.03,493.48,502.52,118.325,129.665,125.391,126.514,0.54025,0.64141,0.64073,0.64046
7926.6,7887.4,8004.4,8363.6,494.03,493.48,502.52,533.9,129.665,125.391,126.514,132.525,0.64141,0.64073,0.64046,0.6937399999999999
7887.4,8004.4,8363.6,8070.0,493.48,502.52,533.9,511.82,125.391,126.514,132.525,128.719,0.64073,0.64046,0.6937399999999999,0.6644899999999999
8004.4,8363.6,8070.0,7908.6,502.52,533.9,511.82,503.19,126.514,132.525,128.719,132.309,0.64046,0.6937399999999999,0.6644899999999999,0.65532
8363.6,8070.0,7908.6,8178.4,533.9,511.82,503.19,525.66,132.525,128.719,132.309,140.425,0.6937399999999999,0.6644899999999999,0.65532,0.71267
8070.0,7908.6,8178.4,8290.8,511.82,503.19,525.66,567.49,128.719,132.309,140.425,146.441,0.6644899999999999,0.65532,0.71267,0.78299
7908.6,8178.4,8290.8,8867.0,503.19,525.66,567.49,617.04,132.309,140.425,146.441,155.657,0.65532,0.71267,0.78299,0.92432
8178.4,8290.8,8867.0,8923.1,525.66,567.49,617.04,605.59,140.425,146.441,155.657,148.686,0.71267,0.78299,0.92432,0.86585
8290.8,8867.0,8923.1,8806.7,567.49,617.04,605.59,622.23,146.441,155.657,148.686,146.575,0.78299,0.92432,0.86585,0.8629
8867.0,8923.1,8806.7,8952.8,617.04,605.59,622.23,644.13,155.657,148.686,146.575,152.594,0.92432,0.86585,0.8629,0.87375
8923.1,8806.7,8952.8,9645.3,605.59,622.23,644.13,703.02,148.686,146.575,152.594,164.65200000000002,0.86585,0.8629,0.87375,0.9219700000000001
8806.7,8952.8,9645.3,8873.1,622.23,644.13,703.02,617.36,146.575,152.594,164.65200000000002,144.847,0.8629,0.87375,0.9219700000000001,0.795
8952.8,9645.3,8873.1,9287.0,644.13,703.02,617.36,662.36,152.594,164.65200000000002,144.847,153.667,0.87375,0.9219700000000001,0.795,0.8485799999999999
9645.3,8873.1,9287.0,8940.9,703.02,617.36,662.36,643.97,164.65200000000002,144.847,153.667,145.984,0.9219700000000001,0.795,0.8485799999999999,0.8083100000000001
8873.1,9287.0,8940.9,9352.4,617.36,662.36,643.97,683.49,144.847,153.667,145.984,152.143,0.795,0.8485799999999999,0.8083100000000001,0.86288
9287.0,8940.9,9352.4,9415.1,662.36,643.97,683.49,689.9,153.667,145.984,152.143,153.483,0.8485799999999999,0.8083100000000001,0.86288,0.86782
8940.9,9352.4,9415.1,9245.1,643.97,683.49,689.9,670.07,145.984,152.143,153.483,148.327,0.8083100000000001,0.86288,0.86782,0.83137
9352.4,9415.1,9245.1,9074.9,683.49,689.9,670.07,671.26,152.143,153.483,148.327,148.207,0.86288,0.86782,0.83137,0.83491
9415.1,9245.1,9074.9,9243.2,689.9,670.07,671.26,688.15,153.483,148.327,148.207,151.718,0.86782,0.83137,0.83491,0.85921
9245.1,9074.9,9243.2,9749.7,670.07,671.26,688.15,778.95,148.327,148.207,151.718,161.252,0.83137,0.83491,0.85921,0.88075
9074.9,9243.2,9749.7,9708.6,671.26,688.15,778.95,785.2,148.207,151.718,161.252,169.042,0.83491,0.85921,0.88075,0.8897
9243.2,9749.7,9708.6,9853.5,688.15,778.95,785.2,818.33,151.718,161.252,169.042,178.52599999999998,0.85921,0.88075,0.8897,0.9012100000000001
9749.7,9708.6,9853.5,9656.4,778.95,785.2,818.33,793.19,161.252,169.042,178.52599999999998,172.239,0.88075,0.8897,0.9012100000000001,0.8637799999999999
9708.6,9853.5,9656.4,9431.6,785.2,818.33,793.19,754.03,169.042,178.52599999999998,172.239,166.019,0.8897,0.9012100000000001,0.8637799999999999,0.83106
9853.5,9656.4,9431.6,9196.4,818.33,793.19,754.03,748.48,178.52599999999998,172.239,166.019,159.08,0.9012100000000001,0.8637799999999999,0.83106,0.80689
9656.4,9431.6,9196.4,9319.1,793.19,754.03,748.48,751.62,172.239,166.019,159.08,156.90200000000002,0.8637799999999999,0.83106,0.80689,0.79047
9431.6,9196.4,9319.1,9025.7,754.03,748.48,751.62,724.4,166.019,159.08,156.90200000000002,148.445,0.83106,0.80689,0.79047,0.74978
9196.4,9319.1,9025.7,8408.3,748.48,751.62,724.4,676.21,159.08,156.90200000000002,148.445,136.21,0.80689,0.79047,0.74978,0.67671
9319.1,9025.7,8408.3,8459.5,751.62,724.4,676.21,683.94,156.90200000000002,148.445,136.21,141.54,0.79047,0.74978,0.67671,0.6831699999999999
9025.7,8408.3,8459.5,8693.5,724.4,676.21,683.94,729.37,148.445,136.21,141.54,144.46200000000002,0.74978,0.67671,0.6831699999999999,0.72912
8408.3,8459.5,8693.5,8674.1,676.21,683.94,729.37,727.06,136.21,141.54,144.46200000000002,147.398,0.67671,0.6831699999999999,0.72912,0.72724
8459.5,8693.5,8674.1,8477.0,683.94,729.37,727.06,705.73,141.54,144.46200000000002,147.398,139.497,0.6831699999999999,0.72912,0.72724,0.68507
8693.5,8674.1,8477.0,8344.4,729.37,727.06,705.73,706.53,144.46200000000002,147.398,139.497,139.26,0.72912,0.72724,0.68507,0.70749
8674.1,8477.0,8344.4,8063.0,727.06,705.73,706.53,668.97,147.398,139.497,139.26,132.629,0.72724,0.68507,0.70749,0.66298
8477.0,8344.4,8063.0,8245.7,705.73,706.53,668.97,693.28,139.497,139.26,132.629,136.064,0.68507,0.70749,0.66298,0.6785
8344.4,8063.0,8245.7,8245.1,706.53,668.97,693.28,696.76,139.26,132.629,136.064,135.162,0.70749,0.66298,0.6785,0.67391
8063.0,8245.7,8245.1,8529.0,668.97,693.28,696.76,716.02,132.629,136.064,135.162,139.786,0.66298,0.6785,0.67391,0.69845
8245.7,8245.1,8529.0,8403.3,693.28,696.76,716.02,696.85,136.064,135.162,139.786,134.134,0.6785,0.67391,0.69845,0.67578
8245.1,8529.0,8403.3,8006.0,696.76,716.02,696.85,642.17,135.162,139.786,134.134,128.161,0.67391,0.69845,0.67578,0.63851
8529.0,8403.3,8006.0,7512.3,716.02,696.85,642.17,577.55,139.786,134.134,128.161,118.61399999999999,0.69845,0.67578,0.63851,0.59126
8403.3,8006.0,7512.3,7592.9,696.85,642.17,577.55,602.43,134.134,128.161,118.61399999999999,122.986,0.67578,0.63851,0.59126,0.62915
8006.0,7512.3,7592.9,7477.7,642.17,577.55,602.43,585.39,128.161,118.61399999999999,122.986,119.096,0.63851,0.59126,0.62915,0.60564
7512.3,7592.9,7477.7,7361.3,577.55,602.43,585.39,586.76,118.61399999999999,122.986,119.096,118.625,0.59126,0.62915,0.60564,0.60878
7592.9,7477.7,7361.3,7366.7,602.43,585.39,586.76,570.69,122.986,119.096,118.625,117.965,0.62915,0.60564,0.60878,0.60463
7477.7,7361.3,7366.7,7119.3,585.39,586.76,570.69,512.29,119.096,118.625,117.965,111.177,0.60564,0.60878,0.60463,0.54761
7361.3,7366.7,7119.3,7467.7,586.76,570.69,512.29,566.81,118.625,117.965,111.177,119.536,0.60878,0.60463,0.54761,0.59936
7366.7,7119.3,7467.7,7400.1,570.69,512.29,566.81,557.98,117.965,111.177,119.536,117.473,0.60463,0.54761,0.59936,0.5937899999999999
7119.3,7467.7,7400.1,7502.6,512.29,566.81,557.98,577.87,111.177,119.536,117.473,118.462,0.54761,0.59936,0.5937899999999999,0.6110300000000001
7467.7,7400.1,7502.6,7530.8,566.81,557.98,577.87,579.3,119.536,117.473,118.462,120.334,0.59936,0.5937899999999999,0.6110300000000001,0.6211300000000001
7400.1,7502.6,7530.8,7646.6,557.98,577.87,579.3,591.3,117.473,118.462,120.334,123.485,0.5937899999999999,0.6110300000000001,0.6211300000000001,0.64286
7502.6,7530.8,7646.6,7729.3,577.87,579.3,591.3,619.08,118.462,120.334,123.485,125.16799999999999,0.6110300000000001,0.6211300000000001,0.64286,0.68795
7530.8,7646.6,7729.3,7504.3,579.3,591.3,619.08,591.44,120.334,123.485,125.16799999999999,119.87899999999999,0.6211300000000001,0.64286,0.68795,0.6559699999999999
7646.6,7729.3,7504.3,7631.5,591.3,619.08,591.44,608.83,123.485,125.16799999999999,119.87899999999999,122.205,0.64286,0.68795,0.6559699999999999,0.67594
7729.3,7504.3,7631.5,7661.0,619.08,591.44,608.83,606.39,125.16799999999999,119.87899999999999,122.205,121.39299999999999,0.68795,0.6559699999999999,0.67594,0.6732899999999999
7504.3,7631.5,7661.0,7697.8,591.44,608.83,606.39,604.71,119.87899999999999,122.205,121.39299999999999,121.575,0.6559699999999999,0.67594,0.6732899999999999,0.67774
7631.5,7661.0,7697.8,7622.1,608.83,606.39,604.71,599.67,122.205,121.39299999999999,121.575,120.00399999999999,0.67594,0.6732899999999999,0.67774,0.67251
7661.0,7697.8,7622.1,7515.8,606.39,604.71,599.67,593.8,121.39299999999999,121.575,120.00399999999999,117.598,0.6732899999999999,0.67774,0.67251,0.6586
7697.8,7622.1,7515.8,6775.1,604.71,599.67,593.8,524.64,121.575,120.00399999999999,117.598,106.698,0.67774,0.67251,0.6586,0.58167
7622.1,7515.8,6775.1,6885.9,599.67,593.8,524.64,531.42,120.00399999999999,117.598,106.698,107.16,0.67251,0.6586,0.58167,0.59928
7515.8,6775.1,6885.9,6558.2,593.8,524.64,531.42,494.48,117.598,106.698,107.16,100.05,0.6586,0.58167,0.59928,0.55823
6775.1,6885.9,6558.2,6312.3,524.64,531.42,494.48,476.17,106.698,107.16,100.05,93.713,0.58167,0.59928,0.55823,0.52987
6885.9,6558.2,6312.3,6647.1,531.42,494.48,476.17,519.49,107.16,100.05,93.713,100.95,0.59928,0.55823,0.52987,0.5565
6558.2,6312.3,6647.1,6410.3,494.48,476.17,519.49,487.88,100.05,93.713,100.95,95.705,0.55823,0.52987,0.5565,0.53333
6312.3,6647.1,6410.3,6505.8,476.17,519.49,487.88,496.93,93.713,100.95,95.705,96.71799999999999,0.52987,0.5565,0.53333,0.5329699999999999
6647.1,6410.3,6505.8,6460.3,519.49,487.88,496.93,496.43,100.95,95.705,96.71799999999999,95.065,0.5565,0.53333,0.5329699999999999,0.52551
6410.3,6505.8,6460.3,6719.8,487.88,496.93,496.43,517.91,95.705,96.71799999999999,95.065,98.756,0.53333,0.5329699999999999,0.52551,0.5382600000000001
6505.8,6460.3,6719.8,6752.4,496.93,496.43,517.91,538.22,96.71799999999999,95.065,98.756,98.81299999999999,0.5329699999999999,0.52551,0.5382600000000001,0.54906
6460.3,6719.8,6752.4,6765.4,496.43,517.91,538.22,536.31,95.065,98.756,98.81299999999999,97.789,0.52551,0.5382600000000001,0.54906,0.53989
6719.8,6752.4,6765.4,6728.0,517.91,538.22,536.31,526.01,98.756,98.81299999999999,97.789,96.815,0.5382600000000001,0.54906,0.53989,0.5341
6752.4,6765.4,6728.0,6055.7,538.22,536.31,526.01,462.57,98.81299999999999,97.789,96.815,84.791,0.54906,0.53989,0.5341,0.4823
6765.4,6728.0,6055.7,6167.3,536.31,526.01,462.57,474.14,97.789,96.815,84.791,82.816,0.53989,0.5341,0.4823,0.48983000000000004
6728.0,6055.7,6167.3,6154.6,526.01,462.57,474.14,454.81,96.815,84.791,82.816,80.565,0.5341,0.4823,0.48983000000000004,0.47455
6055.7,6167.3,6154.6,6256.6,462.57,474.14,454.81,458.76,84.791,82.816,80.565,81.491,0.4823,0.48983000000000004,0.47455,0.4808
6167.3,6154.6,6256.6,6082.1,474.14,454.81,458.76,430.33,82.816,80.565,81.491,75.843,0.48983000000000004,0.47455,0.4808,0.45303999999999994
6154.6,6256.6,6082.1,6154.9,454.81,458.76,430.33,442.16,80.565,81.491,75.843,80.783,0.47455,0.4808,0.45303999999999994,0.47186000000000006
6256.6,6082.1,6154.9,5883.5,458.76,430.33,442.16,421.27,81.491,75.843,80.783,74.32600000000001,0.4808,0.45303999999999994,0.47186000000000006,0.44786000000000004
6082.1,6154.9,5883.5,6213.3,430.33,442.16,421.27,435.37,75.843,80.783,74.32600000000001,79.015,0.45303999999999994,0.47186000000000006,0.44786000000000004,0.45531000000000005
6154.9,5883.5,6213.3,6398.9,442.16,421.27,435.37,452.67,80.783,74.32600000000001,79.015,81.27199999999999,0.47186000000000006,0.44786000000000004,0.45531000000000005,0.46486000000000005
5883.5,6213.3,6398.9,6366.8,421.27,435.37,452.67,452.57,74.32600000000001,79.015,81.27199999999999,80.042,0.44786000000000004,0.45531000000000005,0.46486000000000005,0.46226000000000006
6213.3,6398.9,6366.8,6619.5,435.37,452.67,452.57,475.7,79.015,81.27199999999999,80.042,85.462,0.45531000000000005,0.46486000000000005,0.46226000000000006,0.49005
6398.9,6366.8,6619.5,6513.5,452.67,452.57,475.7,461.89,81.27199999999999,80.042,85.462,84.919,0.46486000000000005,0.46226000000000006,0.49005,0.48516000000000004
6366.8,6619.5,6513.5,6598.4,452.57,475.7,461.89,467.52,80.042,85.462,84.919,85.36,0.46226000000000006,0.49005,0.48516000000000004,0.49194
6619.5,6513.5,6598.4,6546.5,475.7,461.89,467.52,468.47,85.462,84.919,85.36,83.38600000000001,0.49005,0.48516000000000004,0.49194,0.47778999999999994
6513.5,6598.4,6546.5,6617.7,461.89,467.52,468.47,469.9,84.919,85.36,83.38600000000001,83.243,0.48516000000000004,0.49194,0.47778999999999994,0.47773000000000004
6598.4,6546.5,6617.7,6765.5,467.52,468.47,469.9,485.4,85.36,83.38600000000001,83.243,85.04,0.49194,0.47778999999999994,0.47773000000000004,0.4857
6546.5,6617.7,6765.5,6714.8,468.47,469.9,485.4,486.45,83.38600000000001,83.243,85.04,82.385,0.47778999999999994,0.47773000000000004,0.4857,0.47886000000000006
6617.7,6765.5,6714.8,6667.1,469.9,485.4,486.45,471.52,83.243,85.04,82.385,80.56,0.47773000000000004,0.4857,0.47886000000000006,0.47383000000000003
