btc,btc_1,btc_2,btc_3,eth,eth_1,eth_2,eth_3,ltc,ltc_1,ltc_2,ltc_3,xrp,xrp_1,xrp_2,xrp_3
2572.5,2617.3,2627.9,2614.2,273.99,266.68,264.77,265.35,45.51,54.89,53.4,51.2,0.2523,0.2473,0.252,0.2506
2617.3,2627.9,2614.2,2513.9,266.68,264.77,265.35,238.38,54.89,53.4,51.2,46.21,0.2473,0.252,0.2506,0.2303
2627.9,2614.2,2513.9,2564.9,264.77,265.35,238.38,245.23,53.4,51.2,46.21,51.27,0.252,0.2506,0.2303,0.23
2614.2,2513.9,2564.9,2511.4,265.35,238.38,245.23,234.97,51.2,46.21,51.27,48.76,0.2506,0.2303,0.23,0.2261
2513.9,2564.9,2511.4,2344.0,238.38,245.23,234.97,202.0,46.21,51.27,48.76,44.74,0.2303,0.23,0.2261,0.1883
2564.9,2511.4,2344.0,2324.3,245.23,234.97,202.0,188.63,51.27,48.76,44.74,43.92,0.23,0.2261,0.1883,0.1778
2511.4,2344.0,2324.3,2403.1,234.97,202.0,188.63,223.92,48.76,44.74,43.92,47.0,0.2261,0.1883,0.1778,0.1958
2344.0,2324.3,2403.1,2362.4,202.0,188.63,223.92,205.0,44.74,43.92,47.0,45.48,0.1883,0.1778,0.1958,0.1925
2324.3,2403.1,2362.4,2234.2,188.63,223.92,205.0,196.49,43.92,47.0,45.48,42.78,0.1778,0.1958,0.1925,0.1843
2403.1,2362.4,2234.2,1975.1,223.92,205.0,196.49,170.15,47.0,45.48,42.78,38.14,0.1958,0.1925,0.1843,0.172
2362.4,2234.2,1975.1,1914.1,205.0,196.49,170.15,157.4,45.48,42.78,38.14,40.69,0.1925,0.1843,0.172,0.1461
2234.2,1975.1,1914.1,2233.4,196.49,170.15,157.4,190.16,42.78,38.14,40.69,42.36,0.1843,0.172,0.1461,0.1723
1975.1,1914.1,2233.4,2320.2,170.15,157.4,190.16,226.56,38.14,40.69,42.36,43.5,0.172,0.1461,0.1723,0.1788
1914.1,2233.4,2320.2,2282.6,157.4,190.16,226.56,194.63,40.69,42.36,43.5,40.19,0.1461,0.1723,0.1788,0.163
2233.4,2320.2,2282.6,2866.0,190.16,226.56,194.63,227.29,42.36,43.5,40.19,44.72,0.1723,0.1788,0.163,0.1925
2320.2,2282.6,2866.0,2675.1,226.56,194.63,227.29,216.11,43.5,40.19,44.72,45.4,0.1788,0.163,0.1925,0.1835
2282.6,2866.0,2675.1,2836.5,194.63,227.29,216.11,232.01,40.19,44.72,45.4,46.7,0.163,0.1925,0.1835,0.1977
2866.0,2675.1,2836.5,2756.6,227.29,216.11,232.01,228.15,44.72,45.4,46.7,45.23,0.1925,0.1835,0.1977,0.1966
2675.1,2836.5,2756.6,2763.4,216.11,232.01,228.15,226.59,45.4,46.7,45.23,45.01,0.1835,0.1977,0.1966,0.1915
2836.5,2756.6,2763.4,2582.6,232.01,228.15,226.59,202.7,46.7,45.23,45.01,42.21,0.1977,0.1966,0.1915,0.1744
2756.6,2763.4,2582.6,2559.2,228.15,226.59,202.7,203.33,45.23,45.01,42.21,41.99,0.1966,0.1915,0.1744,0.1723
2763.4,2582.6,2559.2,2691.9,226.59,202.7,203.33,202.54,45.01,42.21,41.99,41.87,0.1915,0.1744,0.1723,0.1725
2582.6,2559.2,2691.9,2806.8,202.7,203.33,202.54,191.2,42.21,41.99,41.87,40.35,0.1744,0.1723,0.1725,0.1633
2559.2,2691.9,2806.8,2733.5,203.33,202.54,191.2,206.76,41.99,41.87,40.35,41.01,0.1723,0.1725,0.1633,0.16899999999999998
2691.9,2806.8,2733.5,2766.5,202.54,191.2,206.76,195.31,41.87,40.35,41.01,40.82,0.1725,0.1633,0.16899999999999998,0.1633
2806.8,2733.5,2766.5,2883.3,191.2,206.76,195.31,200.81,40.35,41.01,40.82,42.27,0.1633,0.16899999999999998,0.1633,0.1648
2733.5,2766.5,2883.3,2747.0,206.76,195.31,200.81,225.97,41.01,40.82,42.27,43.18,0.16899999999999998,0.1633,0.1648,0.1776
2766.5,2883.3,2747.0,2720.5,195.31,200.81,225.97,218.0,40.82,42.27,43.18,41.82,0.1633,0.1648,0.1776,0.1709
2883.3,2747.0,2720.5,2810.0,200.81,225.97,218.0,224.79,42.27,43.18,41.82,42.49,0.1648,0.1776,0.1709,0.1748
2747.0,2720.5,2810.0,2878.5,225.97,218.0,224.79,220.73,43.18,41.82,42.49,43.07,0.1776,0.1709,0.1748,0.1744
2720.5,2810.0,2878.5,3262.8,218.0,224.79,220.73,253.87,41.82,42.49,43.07,45.85,0.1709,0.1748,0.1744,0.1848
2810.0,2878.5,3262.8,3232.0,224.79,220.73,253.87,264.29,42.49,43.07,45.85,45.33,0.1748,0.1744,0.1848,0.1802
2878.5,3262.8,3232.0,3401.9,220.73,253.87,264.29,269.51,43.07,45.85,45.33,45.99,0.1744,0.1848,0.1802,0.1782
3262.8,3232.0,3401.9,3429.4,253.87,264.29,269.51,295.83,45.85,45.33,45.99,49.06,0.1848,0.1802,0.1782,0.1967
3232.0,3401.9,3429.4,3348.8,264.29,269.51,295.83,293.99,45.33,45.99,49.06,47.69,0.1802,0.1782,0.1967,0.1841
3401.9,3429.4,3348.8,3425.7,269.51,295.83,293.99,295.97,45.99,49.06,47.69,47.2,0.1782,0.1967,0.1841,0.1809
3429.4,3348.8,3425.7,3654.4,295.83,293.99,295.97,308.81,49.06,47.69,47.2,47.08,0.1967,0.1841,0.1809,0.1778
3348.8,3425.7,3654.4,3871.6,293.99,295.97,308.81,307.22,47.69,47.2,47.08,46.33,0.1841,0.1809,0.1778,0.1716
3425.7,3654.4,3871.6,4062.6,295.97,308.81,307.22,296.64,47.2,47.08,46.33,45.22,0.1809,0.1778,0.1716,0.1657
3654.4,3871.6,4062.6,4327.9,308.81,307.22,296.64,298.22,47.08,46.33,45.22,45.59,0.1778,0.1716,0.1657,0.1683
3871.6,4062.6,4327.9,4161.7,307.22,296.64,298.22,286.0,46.33,45.22,45.59,43.1,0.1716,0.1657,0.1683,0.1577
4062.6,4327.9,4161.7,4387.4,296.64,298.22,286.0,301.34,45.22,45.59,43.1,43.8,0.1657,0.1683,0.1577,0.1603
4327.9,4161.7,4387.4,4278.9,298.22,286.0,301.34,299.0,45.59,43.1,43.8,43.88,0.1683,0.1577,0.1603,0.1578
4161.7,4387.4,4278.9,4105.4,286.0,301.34,299.0,292.0,43.1,43.8,43.88,46.69,0.1577,0.1603,0.1578,0.1569
4387.4,4278.9,4105.4,4150.5,301.34,299.0,292.0,292.78,43.8,43.88,46.69,45.18,0.1603,0.1578,0.1569,0.1526
4278.9,4105.4,4150.5,4066.6,299.0,292.0,292.78,298.37,43.88,46.69,45.18,45.57,0.1578,0.1569,0.1526,0.1587
4105.4,4150.5,4066.6,4005.1,292.0,292.78,298.37,322.24,46.69,45.18,45.57,47.99,0.1569,0.1526,0.1587,0.1958
4150.5,4066.6,4005.1,4089.7,292.78,298.37,322.24,312.54,45.18,45.57,47.99,46.43,0.1526,0.1587,0.1958,0.2421
4066.6,4005.1,4089.7,4141.1,298.37,322.24,312.54,316.5,45.57,47.99,46.43,53.31,0.1587,0.1958,0.2421,0.2457
4005.1,4089.7,4141.1,4318.4,322.24,312.54,316.5,325.62,47.99,46.43,53.31,51.09,0.1958,0.2421,0.2457,0.2173
4089.7,4141.1,4318.4,4364.4,312.54,316.5,325.62,328.7,46.43,53.31,51.09,51.11,0.2421,0.2457,0.2173,0.2167
4141.1,4318.4,4364.4,4352.3,316.5,325.62,328.7,332.72,53.31,51.09,51.11,51.55,0.2457,0.2173,0.2167,0.2097
4318.4,4364.4,4352.3,4345.8,325.62,328.7,332.72,348.01,51.09,51.11,51.55,61.56,0.2173,0.2167,0.2097,0.2017
4364.4,4352.3,4345.8,4390.3,328.7,332.72,348.01,347.09,51.11,51.55,61.56,62.38,0.2167,0.2097,0.2017,0.2252
4352.3,4345.8,4390.3,4597.3,332.72,348.01,347.09,372.0,51.55,61.56,62.38,63.75,0.2097,0.2017,0.2252,0.2199
4345.8,4390.3,4597.3,4583.0,348.01,347.09,372.0,382.78,61.56,62.38,63.75,66.12,0.2017,0.2252,0.2199,0.2319
4390.3,4597.3,4583.0,4735.1,347.09,372.0,382.78,387.3,62.38,63.75,66.12,73.23,0.2252,0.2199,0.2319,0.2593
4597.3,4583.0,4735.1,4921.9,372.0,382.78,387.3,390.35,63.75,66.12,73.23,89.23,0.2199,0.2319,0.2593,0.2529
4583.0,4735.1,4921.9,4573.8,382.78,387.3,390.35,345.0,66.12,73.23,89.23,79.84,0.2319,0.2593,0.2529,0.2252
4735.1,4921.9,4573.8,4612.9,387.3,390.35,345.0,350.63,73.23,89.23,79.84,79.44,0.2593,0.2529,0.2252,0.2303
4921.9,4573.8,4612.9,4267.5,390.35,345.0,350.63,295.81,89.23,79.84,79.44,71.25,0.2529,0.2252,0.2303,0.2045
4573.8,4612.9,4267.5,4409.1,345.0,350.63,295.81,316.18,79.84,79.44,71.25,74.19,0.2252,0.2303,0.2045,0.2168
4612.9,4267.5,4409.1,4618.7,350.63,295.81,316.18,337.36,79.44,71.25,74.19,81.47,0.2303,0.2045,0.2168,0.2314
4267.5,4409.1,4618.7,4635.6,295.81,316.18,337.36,334.1,71.25,74.19,81.47,80.23,0.2045,0.2168,0.2314,0.2271
4409.1,4618.7,4635.6,4326.5,316.18,337.36,334.1,304.0,74.19,81.47,80.23,73.7,0.2168,0.2314,0.2271,0.2122
4618.7,4635.6,4326.5,4335.1,337.36,334.1,304.0,303.08,81.47,80.23,73.7,71.27,0.2314,0.2271,0.2122,0.213
4635.6,4326.5,4335.1,4245.9,334.1,304.0,303.08,297.9,80.23,73.7,71.27,67.44,0.2271,0.2122,0.213,0.2173
4326.5,4335.1,4245.9,4217.9,304.0,303.08,297.9,297.19,73.7,71.27,67.44,68.28,0.2122,0.213,0.2173,0.2143
4335.1,4245.9,4217.9,4158.9,303.08,297.9,297.19,293.9,71.27,67.44,68.28,66.0,0.213,0.2173,0.2143,0.2095
4245.9,4217.9,4158.9,3870.3,297.9,297.19,293.9,275.48,67.44,68.28,66.0,61.8,0.2173,0.2143,0.2095,0.1983
4217.9,4158.9,3870.3,3243.1,297.19,293.9,275.48,222.5,68.28,66.0,61.8,45.42,0.2143,0.2095,0.1983,0.1711
4158.9,3870.3,3243.1,3713.8,293.9,275.48,222.5,258.68,66.0,61.8,45.42,52.29,0.2095,0.1983,0.1711,0.1846
3870.3,3243.1,3713.8,3698.9,275.48,222.5,258.68,253.0,61.8,45.42,52.29,52.47,0.1983,0.1711,0.1846,0.1828
3243.1,3713.8,3698.9,3689.6,222.5,258.68,253.0,257.0,45.42,52.29,52.47,51.37,0.1711,0.1846,0.1828,0.1814
3713.8,3698.9,3689.6,4100.3,258.68,253.0,257.0,296.81,52.29,52.47,51.37,56.3,0.1846,0.1828,0.1814,0.1933
3698.9,3689.6,4100.3,3908.0,253.0,257.0,296.81,282.63,52.47,51.37,56.3,52.95,0.1828,0.1814,0.1933,0.1848
3689.6,4100.3,3908.0,3882.2,257.0,296.81,282.63,283.5,51.37,56.3,52.95,51.57,0.1814,0.1933,0.1848,0.1817
4100.3,3908.0,3882.2,3617.3,296.81,282.63,283.5,256.67,56.3,52.95,51.57,46.61,0.1933,0.1848,0.1817,0.171
3908.0,3882.2,3617.3,3600.8,282.63,283.5,256.67,262.19,52.95,51.57,46.61,47.81,0.1848,0.1817,0.171,0.1728
3882.2,3617.3,3600.8,3788.0,283.5,256.67,262.19,285.9,51.57,46.61,47.81,49.41,0.1817,0.171,0.1728,0.1791
3617.3,3600.8,3788.0,3667.5,256.67,262.19,285.9,282.0,46.61,47.81,49.41,47.7,0.171,0.1728,0.1791,0.1757
3600.8,3788.0,3667.5,3932.8,262.19,285.9,282.0,295.2,47.81,49.41,47.7,52.22,0.1728,0.1791,0.1757,0.1846
3788.0,3667.5,3932.8,3892.7,285.9,282.0,295.2,289.28,49.41,47.7,52.22,52.34,0.1791,0.1757,0.1846,0.1892
3667.5,3932.8,3892.7,4212.2,282.0,295.2,289.28,309.75,47.7,52.22,52.34,56.88,0.1757,0.1846,0.1892,0.2099
3932.8,3892.7,4212.2,4195.6,295.2,289.28,309.75,302.63,52.22,52.34,56.88,54.87,0.1846,0.1892,0.2099,0.2023
3892.7,4212.2,4195.6,4172.8,289.28,309.75,302.63,292.66,52.34,56.88,54.87,52.62,0.1892,0.2099,0.2023,0.1967
4212.2,4195.6,4172.8,4360.6,309.75,302.63,292.66,303.44,56.88,54.87,52.62,55.26,0.2099,0.2023,0.1967,0.1999
4195.6,4172.8,4360.6,4403.1,302.63,292.66,303.44,304.26,54.87,52.62,55.26,54.69,0.2023,0.1967,0.1999,0.2083
4172.8,4360.6,4403.1,4401.3,292.66,303.44,304.26,296.82,52.62,55.26,54.69,53.37,0.1967,0.1999,0.2083,0.2031
4360.6,4403.1,4401.3,4314.2,303.44,304.26,296.82,291.69,55.26,54.69,53.37,52.15,0.1999,0.2083,0.2031,0.2033
4403.1,4401.3,4314.2,4218.7,304.26,296.82,291.69,291.4,54.69,53.37,52.15,51.16,0.2083,0.2031,0.2033,0.2135
4401.3,4314.2,4218.7,4321.4,296.82,291.69,291.4,295.12,53.37,52.15,51.16,51.67,0.2031,0.2033,0.2135,0.23800000000000002
4314.2,4218.7,4321.4,4371.9,291.69,291.4,295.12,308.43,52.15,51.16,51.67,52.12,0.2033,0.2135,0.23800000000000002,0.2334
4218.7,4321.4,4371.9,4435.8,291.4,295.12,308.43,311.46,51.16,51.67,52.12,52.57,0.2135,0.23800000000000002,0.2334,0.2397
4321.4,4371.9,4435.8,4611.7,295.12,308.43,311.46,309.82,51.67,52.12,52.57,53.27,0.23800000000000002,0.2334,0.2397,0.2799
4371.9,4435.8,4611.7,4777.5,308.43,311.46,309.82,297.4,52.12,52.57,53.27,50.04,0.2334,0.2397,0.2799,0.2501
4435.8,4611.7,4777.5,4763.4,311.46,309.82,297.4,299.32,52.57,53.27,50.04,50.4,0.2397,0.2799,0.2501,0.2582
4611.7,4777.5,4763.4,4824.2,309.82,297.4,299.32,303.2,53.27,50.04,50.4,50.81,0.2799,0.2501,0.2582,0.2632
4777.5,4763.4,4824.2,5432.6,297.4,299.32,303.2,303.06,50.04,50.4,50.81,59.58,0.2501,0.2582,0.2632,0.2464
4763.4,4824.2,5432.6,5637.3,299.32,303.2,303.06,337.46,50.4,50.81,59.58,58.9,0.2582,0.2632,0.2464,0.2602
4824.2,5432.6,5637.3,5824.7,303.2,303.06,337.46,339.24,50.81,59.58,58.9,63.94,0.2632,0.2464,0.2602,0.2556
5432.6,5637.3,5824.7,5688.1,303.06,337.46,339.24,337.23,59.58,58.9,63.94,65.51,0.2464,0.2602,0.2556,0.2652
5637.3,5824.7,5688.1,5759.3,337.46,339.24,337.23,334.46,58.9,63.94,65.51,64.72,0.2602,0.2556,0.2652,0.2579
5824.7,5688.1,5759.3,5598.6,339.24,337.23,334.46,315.65,63.94,65.51,64.72,59.19,0.2556,0.2652,0.2579,0.2295
5688.1,5759.3,5598.6,5575.8,337.23,334.46,315.65,313.45,65.51,64.72,59.19,60.67,0.2652,0.2579,0.2295,0.217
5759.3,5598.6,5575.8,5698.6,334.46,315.65,313.45,306.97,64.72,59.19,60.67,59.84,0.2579,0.2295,0.217,0.2139
5598.6,5575.8,5698.6,5993.1,315.65,313.45,306.97,302.61,59.19,60.67,59.84,60.12,0.2295,0.217,0.2139,0.2082
5575.8,5698.6,5993.1,6006.6,313.45,306.97,302.61,299.23,60.67,59.84,60.12,58.14,0.217,0.2139,0.2082,0.2097
5698.6,5993.1,6006.6,5982.9,306.97,302.61,299.23,293.55,59.84,60.12,58.14,56.75,0.2139,0.2082,0.2097,0.2014
5993.1,6006.6,5982.9,5903.6,302.61,299.23,293.55,284.85,60.12,58.14,56.75,54.76,0.2082,0.2097,0.2014,0.1917
6006.6,5982.9,5903.6,5513.1,299.23,293.55,284.85,296.3,58.14,56.75,54.76,55.61,0.2097,0.2014,0.1917,0.2038
5982.9,5903.6,5513.1,5734.0,293.55,284.85,296.3,295.46,56.75,54.76,55.61,56.36,0.2014,0.1917,0.2038,0.2023
5903.6,5513.1,5734.0,5887.6,284.85,296.3,295.46,295.1,54.76,55.61,56.36,55.56,0.1917,0.2038,0.2023,0.2019
5513.1,5734.0,5887.6,5764.6,296.3,295.46,295.1,295.99,55.61,56.36,55.56,55.24,0.2038,0.2023,0.2019,0.2001
5734.0,5887.6,5764.6,5726.6,295.46,295.1,295.99,293.49,56.36,55.56,55.24,54.52,0.2023,0.2019,0.2001,0.1982
5887.6,5764.6,5726.6,6147.5,295.1,295.99,293.49,304.39,55.56,55.24,54.52,56.59,0.2019,0.2001,0.1982,0.2015
5764.6,5726.6,6147.5,6124.3,295.99,293.49,304.39,307.0,55.24,54.52,56.59,56.4,0.2001,0.1982,0.2015,0.2024
5726.6,6147.5,6124.3,6451.2,293.49,304.39,307.0,303.69,54.52,56.59,56.4,55.41,0.1982,0.2015,0.2024,0.1975
6147.5,6124.3,6451.2,6737.8,304.39,307.0,303.69,288.6,56.59,56.4,55.41,53.0,0.2015,0.2024,0.1975,0.1903
6124.3,6451.2,6737.8,7024.8,307.0,303.69,288.6,284.89,56.4,55.41,53.0,54.35,0.2024,0.1975,0.1903,0.2003
6451.2,6737.8,7024.8,7152.1,303.69,288.6,284.89,303.47,55.41,53.0,54.35,56.19,0.1975,0.1903,0.2003,0.2059
6737.8,7024.8,7152.1,7363.8,288.6,284.89,303.47,299.48,53.0,54.35,56.19,55.09,0.1903,0.2003,0.2059,0.2015
7024.8,7152.1,7363.8,7389.5,284.89,303.47,299.48,295.63,54.35,56.19,55.09,54.67,0.2003,0.2059,0.2015,0.1997
7152.1,7363.8,7389.5,6959.2,303.47,299.48,295.63,296.9,56.19,55.09,54.67,54.6,0.2059,0.2015,0.1997,0.2013
7363.8,7389.5,6959.2,7102.8,299.48,295.63,296.9,291.42,55.09,54.67,54.6,60.61,0.2015,0.1997,0.2013,0.2055
7389.5,6959.2,7102.8,7444.4,295.63,296.9,291.42,307.5,54.67,54.6,60.61,62.46,0.1997,0.2013,0.2055,0.2167
6959.2,7102.8,7444.4,7129.6,296.9,291.42,307.5,319.52,54.6,60.61,62.46,64.4,0.2013,0.2055,0.2167,0.2154
7102.8,7444.4,7129.6,6565.8,291.42,307.5,319.52,296.18,60.61,62.46,64.4,59.32,0.2055,0.2167,0.2154,0.2033
7444.4,7129.6,6565.8,6339.9,307.5,319.52,296.18,313.07,62.46,64.4,59.32,62.49,0.2167,0.2154,0.2033,0.2092
7129.6,6565.8,6339.9,5878.1,319.52,296.18,313.07,303.9,64.4,59.32,62.49,58.81,0.2154,0.2033,0.2092,0.1915
6565.8,6339.9,5878.1,6522.5,296.18,313.07,303.9,313.22,59.32,62.49,58.81,61.24,0.2033,0.2092,0.1915,0.2001
6339.9,5878.1,6522.5,6597.1,313.07,303.9,313.22,334.28,62.49,58.81,61.24,62.33,0.2092,0.1915,0.2001,0.205
5878.1,6522.5,6597.1,7283.2,303.9,313.22,334.28,330.59,58.81,61.24,62.33,63.3,0.1915,0.2001,0.205,0.2083
6522.5,6597.1,7283.2,7853.7,313.22,334.28,330.59,330.76,61.24,62.33,63.3,70.56,0.2001,0.205,0.2083,0.2269
6597.1,7283.2,7853.7,7700.0,334.28,330.59,330.76,331.0,62.33,63.3,70.56,67.5,0.205,0.2083,0.2269,0.2239
7283.2,7853.7,7700.0,7780.9,330.59,330.76,331.0,346.68,63.3,70.56,67.5,69.35,0.2083,0.2269,0.2239,0.2275
7853.7,7700.0,7780.9,8042.6,330.76,331.0,346.68,354.7,70.56,67.5,69.35,71.7,0.2269,0.2239,0.2275,0.2321
7700.0,7780.9,8042.6,8244.7,331.0,346.68,354.7,367.94,67.5,69.35,71.7,72.62,0.2239,0.2275,0.2321,0.2406
7780.9,8042.6,8244.7,8100.0,346.68,354.7,367.94,360.0,69.35,71.7,72.62,70.0,0.2275,0.2321,0.2406,0.2318
8042.6,8244.7,8100.0,8234.5,354.7,367.94,360.0,380.48,71.7,72.62,70.0,72.31,0.2321,0.2406,0.2318,0.2385
8244.7,8100.0,8234.5,8013.4,367.94,360.0,380.48,405.19,72.62,70.0,72.31,73.3,0.2406,0.2318,0.2385,0.24
8100.0,8234.5,8013.4,8200.8,360.0,380.48,405.19,470.51,70.0,72.31,73.3,77.54,0.2318,0.2385,0.24,0.24100000000000002
8234.5,8013.4,8200.8,8754.7,380.48,405.19,470.51,464.0,72.31,73.3,77.54,89.13,0.2385,0.24,0.24100000000000002,0.2488
8013.4,8200.8,8754.7,9318.4,405.19,470.51,464.0,464.0,73.3,77.54,89.13,86.62,0.24,0.24100000000000002,0.2488,0.245
8200.8,8754.7,9318.4,9733.2,470.51,464.0,464.0,473.44,77.54,89.13,86.62,91.38,0.24100000000000002,0.2488,0.245,0.247
8754.7,9318.4,9733.2,9906.0,464.0,464.0,473.44,465.56,89.13,86.62,91.38,94.49,0.2488,0.245,0.247,0.2795
9318.4,9733.2,9906.0,9837.9,464.0,473.44,465.56,420.34,86.62,91.38,94.49,86.7,0.245,0.247,0.2795,0.2353
9733.2,9906.0,9837.9,9946.8,473.44,465.56,420.34,432.21,91.38,94.49,86.7,85.82,0.247,0.2795,0.2353,0.2356
9906.0,9837.9,9946.8,10861.5,465.56,420.34,432.21,460.67,94.49,86.7,85.82,100.16,0.2795,0.2353,0.2356,0.2473
9837.9,9946.8,10861.5,10912.7,420.34,432.21,460.67,455.51,86.7,85.82,100.16,99.65,0.2353,0.2356,0.2473,0.2441
9946.8,10861.5,10912.7,11246.2,432.21,460.67,455.51,459.49,85.82,100.16,99.65,101.2,0.2356,0.2473,0.2441,0.2449
10861.5,10912.7,11246.2,11623.9,460.67,455.51,459.49,465.0,100.16,99.65,101.2,104.28,0.2473,0.2441,0.2449,0.2462
10912.7,11246.2,11623.9,11667.1,455.51,459.49,465.0,451.87,99.65,101.2,104.28,101.01,0.2441,0.2449,0.2462,0.2337
11246.2,11623.9,11667.1,13749.6,459.49,465.0,451.87,413.71,101.2,104.28,101.01,100.01,0.2449,0.2462,0.2337,0.2182
11623.9,11667.1,13749.6,16850.3,465.0,451.87,413.71,415.02,104.28,101.01,100.01,97.96,0.2462,0.2337,0.2182,0.2035
11667.1,13749.6,16850.3,16047.6,451.87,413.71,415.02,442.19,101.01,100.01,97.96,128.97,0.2337,0.2182,0.2035,0.2337
13749.6,16850.3,16047.6,14843.4,413.71,415.02,442.19,460.92,100.01,97.96,128.97,160.95,0.2182,0.2035,0.2337,0.2353
16850.3,16047.6,14843.4,15059.6,415.02,442.19,460.92,429.24,97.96,128.97,160.95,150.99,0.2035,0.2337,0.2353,0.2271
16047.6,14843.4,15059.6,16732.5,442.19,460.92,429.24,515.25,128.97,160.95,150.99,218.6,0.2337,0.2353,0.2271,0.2451
14843.4,15059.6,16732.5,17083.9,460.92,429.24,515.25,634.87,160.95,150.99,218.6,352.08,0.2353,0.2271,0.2451,0.3555
15059.6,16732.5,17083.9,16286.8,429.24,515.25,634.87,690.69,150.99,218.6,352.08,312.89,0.2271,0.2451,0.3555,0.4584
16732.5,17083.9,16286.8,16467.9,515.25,634.87,690.69,686.51,218.6,352.08,312.89,283.8,0.2451,0.3555,0.4584,0.8507
17083.9,16286.8,16467.9,17604.8,634.87,690.69,686.51,678.29,352.08,312.89,283.8,303.79,0.3555,0.4584,0.8507,0.7377
16286.8,16467.9,17604.8,19345.5,690.69,686.51,678.29,683.25,312.89,283.8,303.79,306.86,0.4584,0.8507,0.7377,0.7397
16467.9,17604.8,19345.5,19065.7,686.51,678.29,683.25,708.78,283.8,303.79,306.86,324.74,0.8507,0.7377,0.7397,0.7114
17604.8,19345.5,19065.7,18972.3,678.29,683.25,708.78,783.99,303.79,306.86,324.74,359.4,0.7377,0.7397,0.7114,0.7558
19345.5,19065.7,18972.3,17523.7,683.25,708.78,783.99,799.98,306.86,324.74,359.4,350.79,0.7397,0.7114,0.7558,0.7344
19065.7,18972.3,17523.7,16462.0,708.78,783.99,799.98,794.99,324.74,359.4,350.79,305.59,0.7114,0.7558,0.7344,0.7144
18972.3,17523.7,16462.0,15632.1,783.99,799.98,794.99,786.97,359.4,350.79,305.59,311.0,0.7558,0.7344,0.7144,1.12
17523.7,16462.0,15632.1,13665.0,799.98,794.99,786.97,628.19,350.79,305.59,311.0,267.79,0.7344,0.7144,1.12,1.0
16462.0,15632.1,13665.0,14396.5,794.99,786.97,628.19,672.59,305.59,311.0,267.79,293.03,0.7144,1.12,1.0,1.01
15632.1,13665.0,14396.5,13790.0,786.97,628.19,672.59,659.89,311.0,267.79,293.03,278.81,1.12,1.0,1.01,0.9782
13665.0,14396.5,13790.0,13833.5,628.19,672.59,659.89,709.81,267.79,293.03,278.81,273.52,1.0,1.01,0.9782,0.9805
14396.5,13790.0,13833.5,15756.6,672.59,659.89,709.81,749.8,293.03,278.81,273.52,280.1,1.01,0.9782,0.9805,1.07
13790.0,13833.5,15756.6,15416.6,659.89,709.81,749.8,736.45,278.81,273.52,280.1,264.4,0.9782,0.9805,1.07,1.21
13833.5,15756.6,15416.6,14398.7,709.81,749.8,736.45,711.42,273.52,280.1,264.4,251.18,0.9805,1.07,1.21,1.26
15756.6,15416.6,14398.7,14392.6,749.8,736.45,711.42,731.52,280.1,264.4,251.18,245.79,1.07,1.21,1.26,1.93
15416.6,14398.7,14392.6,12531.5,736.45,711.42,731.52,682.22,264.4,251.18,245.79,216.03,1.21,1.26,1.93,1.86
14398.7,14392.6,12531.5,13850.4,711.42,731.52,682.22,736.77,251.18,245.79,216.03,227.17,1.26,1.93,1.86,1.98
14392.6,12531.5,13850.4,13444.9,731.52,682.22,736.77,752.46,245.79,216.03,227.17,225.22,1.93,1.86,1.98,2.05
12531.5,13850.4,13444.9,14754.1,682.22,736.77,752.46,858.78,216.03,227.17,225.22,253.31,1.86,1.98,2.05,2.19
13850.4,13444.9,14754.1,15156.6,736.77,752.46,858.78,942.01,227.17,225.22,253.31,244.99,1.98,2.05,2.19,2.73
13444.9,14754.1,15156.6,15180.1,752.46,858.78,942.01,940.0,225.22,253.31,244.99,238.91,2.05,2.19,2.73,2.73
14754.1,15156.6,15180.1,16954.8,858.78,942.01,940.0,962.77,253.31,244.99,238.91,246.23,2.19,2.73,2.73,2.51
15156.6,15180.1,16954.8,17172.3,942.01,940.0,962.77,1004.3,244.99,238.91,246.23,279.42,2.73,2.73,2.51,2.65
15180.1,16954.8,17172.3,16228.2,940.0,962.77,1004.3,1115.8,238.91,246.23,279.42,272.06,2.73,2.51,2.65,2.78
16954.8,17172.3,16228.2,14976.2,962.77,1004.3,1115.8,1129.3,246.23,279.42,272.06,255.35,2.51,2.65,2.78,2.41
17172.3,16228.2,14976.2,14778.5,1004.3,1115.8,1129.3,1283.7,279.42,272.06,255.35,246.79,2.65,2.78,2.41,2.1219
16228.2,14976.2,14778.5,15043.0,1115.8,1129.3,1283.7,1248.0,272.06,255.35,246.79,248.5,2.78,2.41,2.1219,1.99901
14976.2,14778.5,15043.0,13535.4,1129.3,1283.7,1248.0,1135.5,255.35,246.79,248.5,226.91,2.41,2.1219,1.99901,1.94728
14778.5,15043.0,13535.4,13886.7,1283.7,1248.0,1135.5,1257.2,246.79,248.5,226.91,235.52,2.1219,1.99901,1.94728,2.02243
15043.0,13535.4,13886.7,14292.2,1248.0,1135.5,1257.2,1380.0,248.5,226.91,235.52,258.02,1.99901,1.94728,2.02243,2.04008
13535.4,13886.7,14292.2,13695.2,1135.5,1257.2,1380.0,1350.0,226.91,235.52,258.02,237.89,1.94728,2.02243,2.04008,1.8842900000000002
