"","date","market_price","avg_block_size","estimated_transaction_volume_usd","estimated_transaction_volume","output_volume","n_transactions","miners_revenue","difficulty","market_cap","cost_per_transaction","transaction_fees"
"571","2012-02-17 00:00:00",4.76998,0.0221596549295775,900215,188725,1128149.13802247,7128,33881.16794,1379647.43921429,39880133.287,4.75325027216611,3.53606055
"572","2012-02-19 00:00:00",4.33333,0.0159931146496815,353030,81468,471283.48590224,5932,34025.30716,1376302.26788638,36301388.7425,5.73589129467296,2.44848079
"573","2012-02-21 00:00:00",4.4354,0.0210746171875,456992,103033,361327.0687115,6348,28399.8662,1376302.26788638,37217219.63,4.47382895400126,3.68499377
"574","2012-02-23 00:00:00",4.92481,0.0212871428571429,617242,125333,810128.36467026,7881,41388.10324,1376302.26788638,41403862.632,5.25163091485852,4.19034459
"575","2012-02-25 00:00:00",5.07,0.0189804610778443,922316,181916,523252.13753873,6588,42354.78,1376302.26788638,42703596,6.42908014571949,4.26574148
"576","2012-02-27 00:00:00",5.1,0.0191431265822785,468194,91803,362452.75827842,6475,40310.4,1376302.26788638,43035330,6.2255444015444,4.78372398
"577","2012-02-29 00:00:00",4.9,0.0161983978494624,513594,104815,342453.11104284,6825,45584.7,1376302.26788638,41429990,6.67907692307692,3.15391449
"578","2012-03-02 00:00:00",4.98888,0.0278850601503759,1164446,233408,731389.39586684,7696,33196.00752,1496978.59502557,42253568.604,4.31341054054054,4.45115638
"579","2012-03-04 00:00:00",4.9,0.0203162846153846,473450,96622,630240.96748661,6017,31864.7,1496978.59502557,41561800,5.29577862722287,3.95643698
"580","2012-03-06 00:00:00",5.05,0.0232791824324324,587367,116310,360222.3106289,6713,37390.2,1496978.59502557,42904800,5.56981975271861,4.77293119
"581","2012-03-08 00:00:00",5,0.0197188782051282,485287,97057,413181.35580933,6635,39020,1496978.59502557,42556250,5.88093443858327,4.28583196
"582","2012-03-10 00:00:00",4.94,0.020388,505860,102401,534069.03332047,6054,42755.7,1496978.59502557,42129308,7.06238850346878,5.05300613
"583","2012-03-12 00:00:00",4.95915,0.0160776035502959,540006,108891,523378.29522193,5728,41919.69495,1496978.59502557,42367506.195,7.31838249825419,3.51928212
"584","2012-03-14 00:00:00",5.4444,0.0294702971014493,646581,118761,460298.91017697,7096,37593.582,1496978.59502557,46592086.32,5.29785541149944,5.98762025
"585","2012-03-16 00:00:00",5.4,0.0204562727272727,749601,138815,492599.65383859,6706,38647.8,1498294.36281651,46285560,5.76316731285416,7.96536218
"586","2012-03-18 00:00:00",5.37998,0.0161562948717949,484560,90067,403515.81403704,5745,41979.98394,1498294.36281651,46202192.244,7.3072208772846,3.01294827
"587","2012-03-20 00:00:00",4.98,0.0200339256756757,610840,122659,496018.0403987,6604,36871.92,1498294.36281651,42843438,5.58327074500303,4.28587033
"588","2012-03-22 00:00:00",4.88,0.0194362884615385,615282,126082,640130.22117464,6756,38078.64,1498294.36281651,42060720,5.63626998223801,3.31425094
"589","2012-03-24 00:00:00",4.74896,0.0165096395348837,492929,103797,893589.03358708,6461,40860.05184,1498294.36281651,41002995.536,6.32410646030026,4.46816675
"590","2012-03-26 00:00:00",4.73793,0.0205342105263158,527552,111346,423096.02412007,6469,36041.43351,1498294.36281651,40983331.3965,5.57140725150719,7.26561565
"591","2012-03-28 00:00:00",4.84592,0.0212904025157233,653315,134818,693995.0946857,7134,38544.44768,1498294.36281651,41991835.168,5.40292229885057,4.67877081
"592","2012-03-30 00:00:00",4.83,0.0216587866666667,669916,138699,1093096.44219806,7174,36244.32,1626553.48132894,41923675.5,5.05217730694173,4.04466777
"593","2012-04-01 00:00:00",4.929,0.0173411666666667,452369,91777,469525.43700262,5619,36987.216,1626553.48132894,42860119.5,6.58252642819007,4.34212197
"594","2012-04-03 00:00:00",5.01,0.0278548046875,768178,153329,759655.14027752,7539,32084.04,1626553.48132894,43628332.5,4.25574214086749,4.62668219
"595","2012-04-05 00:00:00",4.94486,0.0291460840336134,829501,167750,1026300.84629706,6977,29451.58616,1626553.48132894,43125360.275,4.22123923749463,6.2116662
"596","2012-04-07 00:00:00",4.98,0.0217000909090909,542647,108965,407210.86552032,6152,32882.94,1626553.48132894,43495320,5.34508127438232,3.89581731
"597","2012-04-09 00:00:00",4.8,0.0180346754966887,1241680,258683,1580081.10345909,6045,36254.4,1626553.48132894,41994480,5.99741935483871,3.83316764
"598","2012-04-11 00:00:00",4.8941,0.0236858951048951,682008,139353,1113398.83357187,7485,35022.1796,1626553.48132894,42887732.415,4.67898191048764,6.53992391
"599","2012-04-13 00:00:00",4.94464,0.0276110555555556,960244,194199,944297.83762972,7549,31171.01056,1577913.48567673,43395891.264,4.12915757848722,4.42240979
"600","2012-04-15 00:00:00",4.98389,0.0265533076923077,431013,86481,1329795.8417669,7313,29175.69206,1577913.48567673,43802661.6265,3.98956543962806,4.03081438
"601","2012-04-17 00:00:00",5.02207,0.0293771971830986,1099386,218911,1161251.57937574,8354,35691.85149,1577913.48567673,44207273.382,4.2724265609289,7.52707743
"602","2012-04-19 00:00:00",5.19,0.0245480897435897,1038662,200127,739373.63237198,8023,40507.95,1577913.48567673,45757635,5.04897793842702,5.94767942
"603","2012-04-21 00:00:00",5.48,0.0282844353741497,933213,170294,1486036.53209091,7770,40310.88,1577913.48567673,48397168,5.18801544401544,6.263791
"604","2012-04-23 00:00:00",5.21799,0.0220389932432432,612089,117304,774046.05983679,6845,38633.99796,1577913.48567673,46160687.6355,5.64411949744339,4.34820541
"605","2012-04-25 00:00:00",5.16,0.0260437536231884,787789,152672,748268.59923666,7746,35629.8,1577913.48567673,45715020,4.59976762199845,5.27822828
"606","2012-04-27 00:00:00",5.1372,0.0266830873015873,750356,146063,1334928.65111271,7066,32395.1832,1577913.48567673,45584944.2,4.58465655250495,6.9636861
"607","2012-04-29 00:00:00",5.0184,0.0206564096385542,800697,159552,970611.94816262,8050,41677.812,1508589.67206029,44611568.64,5.17736795031056,5.79655728
"608","2012-05-01 00:00:00",5,0.0255369944134078,765844,153169,995623.20101484,10070,44780,1508589.67206029,44535000,4.44687189672294,6.49137637
"609","2012-05-03 00:00:00",5.184,0.0332343855421687,911396,175809,1118696.16372877,12283,43068.672,1508589.67206029,46256832,3.50636424326305,8.49677544
"610","2012-05-05 00:00:00",5.1495,0.0381098333333333,751695,145974,1089067.70566358,13590,40212.4455,1508589.67206029,46029063.225,2.95897317880795,9.92443083
"611","2012-05-07 00:00:00",5.0947,0.0425673742690058,895072,175687,1360550.69187234,16283,43610.632,1508589.67206029,45626604.79,2.67829220659584,10.57768272
"612","2012-05-09 00:00:00",5.09609,0.0523483841463415,1138844,223474,2567050.11122448,18865,41859.28326,1733207.51384839,45728234.788,2.21888594010072,14.96129097
"613","2012-05-11 00:00:00",5.03188,0.0517739268292683,1138863,226329,1126846.06959666,14196,30996.3808,1733207.51384839,45219241.214,2.18345877712032,10.00517341
"614","2012-05-13 00:00:00",4.99888,0.0467434242424242,711651,142362,2235581.9662899,14084,33042.5968,1733207.51384839,44989920,2.34610883271798,10.1650517
"615","2012-05-15 00:00:00",5.09,0.0724033511450382,1146251,225197,2979362.4557896,20817,33436.21,1733207.51384839,45879733,1.60619733871355,19.59848847
"616","2012-05-17 00:00:00",5.1345,0.0603718728813559,824999,160678,3303219.43449971,14892,30344.895,1733207.51384839,46339889.4,2.0376641821112,10.10983418
"617","2012-05-19 00:00:00",5.14291,0.116093095890411,764992,148747,1338498.23753702,38132,37712.95903,1733207.51384839,46490363.527,0.989010779135634,33.30233593
"618","2012-05-21 00:00:00",5.1475,0.0981084545454546,1092576,212254,3722513.26464691,29133,34066.155,1733207.51384839,46602376.5,1.16933220059726,18.00690588
"619","2012-05-23 00:00:00",5.16,0.097839867768595,1086090,210483,2395544.21703554,26784,31300.56,1733207.51384839,46776948,1.16862903225806,16.09408162
"620","2012-05-25 00:00:00",5.15,0.111374646551724,831374,161432,1416401.31565176,29007,29967.85,1591074.96184731,46750927.5,1.03312476298824,19.10534085
"621","2012-05-27 00:00:00",5.148,0.0610583963414634,685520,133162,2082024.36430626,22251,42290.82,1591074.96184731,46809734.4,1.90062558986113,15.29363421
"622","2012-05-29 00:00:00",5.15889,0.103117860294118,1034024,200435,3153174.67260984,31160,35173.31202,1591074.96184731,46979431.785,1.12879691976893,18.96538173
