"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 27, 2018","84.42","83.60","85.00","81.55","82.54K","0.97%"
"Jul 26, 2018","83.60","86.40","87.90","82.88","72.39K","-3.24%"
"Jul 25, 2018","86.40","89.03","90.56","84.87","78.37K","-3.37%"
"Jul 24, 2018","89.41","81.37","89.77","80.85","183.79K","9.88%"
"Jul 23, 2018","81.37","82.22","85.90","81.37","115.06K","-1.04%"
"Jul 22, 2018","82.22","83.44","84.23","81.74","63.00K","-1.47%"
"Jul 21, 2018","83.44","81.89","84.81","79.51","56.76K","1.90%"
"Jul 20, 2018","81.89","86.13","86.51","81.04","113.89K","-4.93%"
"Jul 19, 2018","86.13","86.32","88.90","85.00","98.33K","-0.22%"
"Jul 18, 2018","86.32","89.07","94.39","85.10","207.60K","-3.08%"
"Jul 17, 2018","89.07","83.66","90.09","81.40","160.53K","6.47%"
"Jul 16, 2018","83.66","78.67","84.16","77.70","177.37K","6.35%"
"Jul 15, 2018","78.67","76.18","79.49","75.13","78.90K","3.26%"
"Jul 14, 2018","76.18","76.48","77.45","75.40","60.89K","-0.45%"
"Jul 13, 2018","76.53","77.00","78.40","75.06","127.45K","-0.60%"
"Jul 12, 2018","76.99","78.24","78.24","74.29","121.65K","-1.52%"
"Jul 11, 2018","78.18","75.86","80.98","75.45","172.34K","3.09%"
"Jul 10, 2018","75.84","80.53","80.53","74.30","191.84K","-5.73%"
"Jul 09, 2018","80.45","82.16","83.18","79.99","94.47K","-2.11%"
"Jul 08, 2018","82.18","85.02","85.80","81.80","104.41K","-3.34%"
"Jul 07, 2018","85.02","83.22","85.52","79.40","113.95K","2.29%"
"Jul 06, 2018","83.12","83.32","84.27","80.73","93.22K","0.05%"
"Jul 05, 2018","83.07","85.42","86.99","81.82","165.76K","-2.69%"
"Jul 04, 2018","85.37","85.02","89.11","83.39","108.83K","0.64%"
"Jul 03, 2018","84.83","85.57","89.77","84.06","142.95K","-0.87%"
"Jul 02, 2018","85.57","79.85","86.70","78.20","136.34K","7.09%"
"Jul 01, 2018","79.91","81.21","81.58","77.80","99.36K","-1.57%"
"Jun 30, 2018","81.18","79.15","84.35","79.07","199.57K","2.56%"
"Jun 29, 2018","79.15","74.03","80.60","72.52","212.95K","6.76%"
"Jun 28, 2018","74.14","80.69","81.35","73.92","123.51K","-8.13%"
"Jun 27, 2018","80.69","75.79","81.79","74.88","117.10K","6.45%"
"Jun 26, 2018","75.80","81.61","82.50","75.30","106.03K","-6.98%"
"Jun 25, 2018","81.49","80.60","84.30","78.56","138.14K","1.12%"
"Jun 24, 2018","80.58","82.66","83.71","73.32","248.41K","-2.52%"
"Jun 23, 2018","82.66","84.90","86.77","81.30","121.14K","-2.63%"
"Jun 22, 2018","84.90","96.71","96.88","80.50","285.72K","-12.21%"
"Jun 21, 2018","96.71","97.84","99.32","95.87","59.38K","-1.16%"
"Jun 20, 2018","97.84","98.75","99.00","95.23","61.25K","-1.00%"
"Jun 19, 2018","98.83","98.86","101.59","96.93","100.54K","-0.01%"
"Jun 18, 2018","98.84","94.87","99.90","92.95","136.48K","4.18%"
"Jun 17, 2018","94.87","96.64","98.19","94.50","75.13K","-1.83%"
"Jun 16, 2018","96.64","95.50","97.58","92.61","103.36K","1.19%"
"Jun 15, 2018","95.50","100.81","100.85","94.71","120.30K","-5.27%"
"Jun 14, 2018","100.81","93.52","102.63","92.47","156.28K","7.80%"
"Jun 13, 2018","93.52","99.82","100.33","89.15","253.13K","-6.36%"
