"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 10, 2018","0.30750","0.31697","0.32100","0.30099","24.91M","-2.99%"
"Dec 09, 2018","0.31697","0.31059","0.32945","0.30478","29.36M","2.06%"
"Dec 08, 2018","0.31057","0.30582","0.33499","0.29518","54.78M","1.55%"
"Dec 07, 2018","0.30582","0.31092","0.31812","0.29237","68.18M","-1.64%"
"Dec 06, 2018","0.31092","0.33884","0.34678","0.30800","62.95M","-8.04%"
"Dec 05, 2018","0.33810","0.35483","0.35580","0.33809","46.57M","-4.72%"
"Dec 04, 2018","0.35486","0.34941","0.36831","0.34099","40.10M","1.65%"
"Dec 03, 2018","0.34909","0.37151","0.37184","0.34696","39.68M","-5.63%"
"Dec 02, 2018","0.36990","0.37672","0.38562","0.36794","31.21M","-1.81%"
"Dec 01, 2018","0.37670","0.36555","0.38205","0.35880","32.91M","3.24%"
"Nov 30, 2018","0.36487","0.38400","0.38410","0.35711","49.83M","-4.59%"
"Nov 29, 2018","0.38244","0.39738","0.39738","0.37414","64.16M","-3.37%"
"Nov 28, 2018","0.39576","0.36846","0.40727","0.36706","73.60M","7.82%"
"Nov 27, 2018","0.36706","0.36150","0.37520","0.34820","70.22M","0.94%"
"Nov 26, 2018","0.36364","0.38456","0.39890","0.34692","135.19M","-5.05%"
"Nov 25, 2018","0.38299","0.38009","0.39300","0.32949","188.37M","0.54%"
"Nov 24, 2018","0.38095","0.41409","0.42768","0.37042","88.81M","-8.18%"
"Nov 23, 2018","0.41490","0.42690","0.43262","0.40055","64.64M","-3.22%"
"Nov 22, 2018","0.42871","0.45469","0.45639","0.42850","26.92M","-5.54%"
"Nov 21, 2018","0.45386","0.44493","0.46755","0.42112","66.32M","1.63%"
"Nov 20, 2018","0.44660","0.48622","0.50755","0.41560","192.20M","-7.76%"
"Nov 19, 2018","0.48416","0.51227","0.51269","0.47183","141.47M","-6.15%"
"Nov 18, 2018","0.51590","0.49997","0.52867","0.49630","66.10M","3.65%"
"Nov 17, 2018","0.49775","0.47840","0.50410","0.47050","40.65M","4.24%"
"Nov 16, 2018","0.47751","0.48859","0.49341","0.46591","48.85M","-2.44%"
"Nov 15, 2018","0.48945","0.48448","0.49374","0.43531","115.86M","1.63%"
"Nov 14, 2018","0.48158","0.51738","0.51998","0.43312","144.21M","-7.21%"
"Nov 13, 2018","0.51899","0.52353","0.53321","0.51238","46.54M","-0.96%"
"Nov 12, 2018","0.52403","0.51434","0.53210","0.50635","42.09M","2.74%"
"Nov 11, 2018","0.51004","0.50922","0.51186","0.49869","15.73M","0.16%"
"Nov 10, 2018","0.50923","0.50393","0.51617","0.50330","14.62M","0.95%"
"Nov 09, 2018","0.50444","0.49713","0.52155","0.49630","42.03M","1.43%"
"Nov 08, 2018","0.49734","0.54095","0.54563","0.49400","69.32M","-7.95%"
"Nov 07, 2018","0.54032","0.55461","0.55511","0.52938","47.49M","-2.53%"
"Nov 06, 2018","0.55437","0.50170","0.56400","0.50170","147.06M","10.21%"
"Nov 05, 2018","0.50299","0.47074","0.50299","0.46422","63.44M","6.94%"
"Nov 04, 2018","0.47033","0.45714","0.47800","0.44943","37.35M","2.85%"
"Nov 03, 2018","0.45729","0.46322","0.46322","0.45538","12.58M","-1.11%"
"Nov 02, 2018","0.46241","0.46180","0.46679","0.45926","28.50M","0.49%"
"Nov 01, 2018","0.46015","0.45509","0.46088","0.45091","19.06M","1.28%"
